GenotypeModel,AttributionModel,Source,UR2006_num,m,lci,uci,ucl,lcl
Island,Linear,Other,1,0.014486515149499102,1.2713537467665663e-4,0.04588806275843654,0.02766637639474901,0.004679209821798946
Island,Linear,Other,2,0.020668317530170382,1.0530167463724188e-4,0.05057271944274548,0.032817736761116614,0.009826030832828417
Island,Linear,Other,3,0.0317942370950117,6.753094250526657e-5,0.0649333707767675,0.04344253484945003,0.018850432425551143
Island,Linear,Poultry,-3,0.28336714756777837,0.19967496920712,0.3790526994985386,0.3152160345921122,0.2529782072316493
Island,Linear,Poultry,-2,0.32908807098746007,0.25356587054439234,0.411119885332327,0.35666698293466204,0.3019414604597027
Island,Linear,Poultry,-1,0.37687395913933663,0.31257655509541304,0.44437315602996735,0.3994590347833583,0.3544841426062648
Island,Linear,Poultry,0,0.4263858872246365,0.3744255413233211,0.4794013550732759,0.44408088985682864,0.4084576674107075
Island,Linear,Poultry,1,0.4764149424322732,0.43271188649697134,0.5197872671260301,0.4910815494406584,0.4612924354853067
Island,Linear,Poultry,2,0.5245632448006279,0.47950148936511566,0.5691931560960951,0.5401670105839089,0.5093951839366677
Island,Linear,Poultry,3,0.5688318791445688,0.5124964438865776,0.6242592701600489,0.5879934499506729,0.5495915432422879
Island,Linear,Ruminants,-3,0.6735656537570673,0.5695204038533074,0.7619955740242434,0.7052279637267209,0.639262850143205
Island,Linear,Ruminants,-2,0.635046513736162,0.5519908387668984,0.7108082092487747,0.6613561032327671,0.6065346984504836
Island,Linear,Ruminants,-1,0.5904133085740706,0.5239690364802313,0.6539698455866004,0.6121499028662776,0.5678770099315033
Island,Linear,Ruminants,0,0.5418985902016585,0.4904660898056684,0.5928429508286266,0.559933499472218,0.5246074849217159
Island,Linear,Ruminants,1,0.49138168913003866,0.448699816501216,0.5344264372335852,0.5060332024587784,0.47694300815174523
Island,Linear,Ruminants,2,0.4395231506503544,0.3952607621725063,0.48334470783526007,0.45451787526133763,0.4242082440411846
Island,Linear,Ruminants,3,0.38689128760817965,0.33405794083773027,0.441207252895832,0.4053076179247161,0.3680173999573091
Island,Linear,Water,-3,0.02614622137250247,0.0015287458615298112,0.09742401915686777,0.04436081036494173,0.013581908461520237
Island,Linear,Water,-2,0.02278254706165133,0.0019061495631722087,0.060963453854323946,0.034468362720918785,0.01271458041302291
Island,Linear,Water,-1,0.01954722329505738,0.0021079656928587993,0.04477404641853329,0.028063244169345497,0.011247814794321824
Island,Linear,Water,0,0.016501833968837767,0.001719711629676762,0.038136185948783194,0.024150920129710422,0.009244455744235824
Island,Linear,Water,1,0.014032161767575314,0.0012785600233060298,0.03635180008801497,0.021964254105470444,0.00727923060516446
Island,Linear,Water,2,0.011815737044272655,6.495539319200778e-4,0.03756029691462348,0.020689027203569292,0.0054767395716375945
Island,Linear,Water,3,0.009872588900621983,3.086628094686655e-4,0.041006265872085675,0.01967407034194138,0.0039293539518311625
