identity,Age,UR2006_num,p,Source,GenotypeModel,AttributionModel
7149,0-5,3,0.0011462464151073156,Water,Island,Linear
7724,0-5,3,0.006677735382194046,Water,Island,Linear
8520,0-5,3,0.0026325828521750927,Water,Island,Linear
9054,0-5,3,5.959297705138578e-7,Water,Island,Linear
9635,0-5,3,0.0014007259989547332,Water,Island,Linear
9903,0-5,3,0.0027281357702973546,Water,Island,Linear
9996,0-5,3,1.1046983945290613e-4,Water,Island,Linear
358,"[5, Inf)",0,0.011710519010995886,Water,Island,Linear
1642,"[5, Inf)",0,5.1431918203082824e-5,Water,Island,Linear
1685,"[5, Inf)",0,0.020471944219461097,Water,Island,Linear
2495,"[5, Inf)",0,0.012680062883701815,Water,Island,Linear
2765,"[5, Inf)",0,0.036058504845855925,Water,Island,Linear
3958,"[5, Inf)",0,0.01407972544141263,Water,Island,Linear
4322,"[5, Inf)",0,1.3862735511116424e-6,Water,Island,Linear
4764,"[5, Inf)",0,7.487912667494777e-6,Water,Island,Linear
4832,"[5, Inf)",0,0.024377206245018917,Water,Island,Linear
5903,"[5, Inf)",0,0.009290755196305624,Water,Island,Linear
6097,"[5, Inf)",0,6.786728563296064e-5,Water,Island,Linear
6596,"[5, Inf)",0,0.001896982430660715,Water,Island,Linear
6982,"[5, Inf)",0,0.015473885400871896,Water,Island,Linear
7149,"[5, Inf)",0,1.659511009209495e-4,Water,Island,Linear
7724,"[5, Inf)",0,0.0013545615792633174,Water,Island,Linear
8520,"[5, Inf)",0,0.009369870227122545,Water,Island,Linear
9054,"[5, Inf)",0,7.36006755420103e-4,Water,Island,Linear
9635,"[5, Inf)",0,0.004791816832430437,Water,Island,Linear
9903,"[5, Inf)",0,9.889028329858227e-4,Water,Island,Linear
9996,"[5, Inf)",0,0.002664632822990857,Water,Island,Linear
358,0-5,2,0.0030000857359330666,Water,Island,Linear
1642,0-5,2,1.8883244218047168e-5,Water,Island,Linear
1685,0-5,2,0.0021029385682054735,Water,Island,Linear
2495,0-5,2,0.0043913723066204965,Water,Island,Linear
2765,0-5,2,5.670217169036535e-4,Water,Island,Linear
3958,0-5,2,9.883147237234181e-4,Water,Island,Linear
4322,0-5,2,6.452924894475515e-7,Water,Island,Linear
4764,0-5,2,4.1637933115225956e-4,Water,Island,Linear
4832,0-5,2,0.00788364018696922,Water,Island,Linear
5903,0-5,2,8.07690224583809e-5,Water,Island,Linear
6097,0-5,2,1.219685776123376e-7,Water,Island,Linear
6596,0-5,2,0.0013082752593649633,Water,Island,Linear
6982,0-5,2,0.026703003058476407,Water,Island,Linear
7149,0-5,2,0.0016087677831691522,Water,Island,Linear
7724,0-5,2,0.00555277634744458,Water,Island,Linear
8520,0-5,2,0.0034897417755975608,Water,Island,Linear
9054,0-5,2,3.99484094275503e-6,Water,Island,Linear
9635,0-5,2,0.0019126909678690096,Water,Island,Linear
9903,0-5,2,0.0013467677409554472,Water,Island,Linear
9996,0-5,2,3.4829544738682023e-4,Water,Island,Linear
358,0-5,1,0.004541181272330829,Water,Island,Linear
1642,0-5,1,6.726376735419116e-5,Water,Island,Linear
1685,0-5,1,0.0034635144481388012,Water,Island,Linear
2495,0-5,1,0.008599107508903832,Water,Island,Linear
2765,0-5,1,8.984112978925123e-4,Water,Island,Linear
3958,0-5,1,6.498546868513122e-4,Water,Island,Linear
4322,0-5,1,7.396348911864493e-6,Water,Island,Linear
4764,0-5,1,2.4781928530811836e-4,Water,Island,Linear
4832,0-5,1,0.01405751626478042,Water,Island,Linear
5903,0-5,1,3.7833599862027636e-4,Water,Island,Linear
6097,0-5,1,1.8801118670967697e-6,Water,Island,Linear
6596,0-5,1,0.003239741523181293,Water,Island,Linear
6982,0-5,1,0.024968430964158617,Water,Island,Linear
7149,0-5,1,0.002032926631109255,Water,Island,Linear
7724,0-5,1,0.0041761538549968035,Water,Island,Linear
8520,0-5,1,0.004123542014334686,Water,Island,Linear
9054,0-5,1,2.3901121267137124e-5,Water,Island,Linear
9635,0-5,1,0.0025151596800942573,Water,Island,Linear
9903,0-5,1,6.426944637678998e-4,Water,Island,Linear
9996,0-5,1,0.0010450845707787313,Water,Island,Linear
358,"[5, Inf)",-2,0.00992842893443982,Water,Island,Linear
1642,"[5, Inf)",-2,0.011684298905202261,Water,Island,Linear
1685,"[5, Inf)",-2,0.02957803205922509,Water,Island,Linear
2495,"[5, Inf)",-2,0.011950659482819467,Water,Island,Linear
2765,"[5, Inf)",-2,0.049631794730685935,Water,Island,Linear
3958,"[5, Inf)",-2,0.008638926072901187,Water,Island,Linear
4322,"[5, Inf)",-2,0.0021151763217229047,Water,Island,Linear
4764,"[5, Inf)",-2,9.769934143060925e-6,Water,Island,Linear
4832,"[5, Inf)",-2,0.03867695678439575,Water,Island,Linear
5903,"[5, Inf)",-2,0.04596806341987356,Water,Island,Linear
6097,"[5, Inf)",-2,0.001270023480269429,Water,Island,Linear
6596,"[5, Inf)",-2,0.01880201377218896,Water,Island,Linear
6982,"[5, Inf)",-2,0.013008849799147485,Water,Island,Linear
7149,"[5, Inf)",-2,9.338059703570895e-6,Water,Island,Linear
7724,"[5, Inf)",-2,3.4319167044449665e-4,Water,Island,Linear
8520,"[5, Inf)",-2,0.018955065318046107,Water,Island,Linear
9054,"[5, Inf)",-2,9.519540977105952e-4,Water,Island,Linear
9635,"[5, Inf)",-2,0.0020697384637686387,Water,Island,Linear
9903,"[5, Inf)",-2,2.3761626538216862e-4,Water,Island,Linear
9996,"[5, Inf)",-2,0.01760007450413488,Water,Island,Linear
358,0-5,-2,0.012788556323970135,Water,Island,Linear
1642,0-5,-2,0.0022434278759013134,Water,Island,Linear
1685,0-5,-2,0.009150511513599838,Water,Island,Linear
2495,0-5,-2,0.04444075852332822,Water,Island,Linear
2765,0-5,-2,0.0028280356873878797,Water,Island,Linear
3958,0-5,-2,1.1471935580612954e-4,Water,Island,Linear
4322,0-5,-2,0.007540614665566048,Water,Island,Linear
4764,0-5,-2,3.71687292930166e-5,Water,Island,Linear
4832,0-5,-2,0.03843647551428701,Water,Island,Linear
5903,0-5,-2,0.034755140436666894,Water,Island,Linear
6097,0-5,-2,0.005071362875143292,Water,Island,Linear
6596,0-5,-2,0.03937041198709711,Water,Island,Linear
6982,0-5,-2,0.010451641194105092,Water,Island,Linear
7149,0-5,-2,0.002346540766466457,Water,Island,Linear
7724,0-5,-2,0.0010251455675660847,Water,Island,Linear
8520,0-5,-2,0.0037073828825414665,Water,Island,Linear
9054,0-5,-2,0.0025329626542486584,Water,Island,Linear
9635,0-5,-2,0.004612478123679758,Water,Island,Linear
9903,0-5,-2,5.765673330318615e-5,Water,Island,Linear
9996,0-5,-2,0.019960082914619977,Water,Island,Linear
358,"[5, Inf)",-3,0.009079203051199237,Water,Island,Linear
1642,"[5, Inf)",-3,0.15065369134199763,Water,Island,Linear
1685,"[5, Inf)",-3,0.035028589133484764,Water,Island,Linear
2495,"[5, Inf)",-3,0.011485761329634313,Water,Island,Linear
2765,"[5, Inf)",-3,0.05727399018862358,Water,Island,Linear
3958,"[5, Inf)",-3,0.0066879929228537945,Water,Island,Linear
4322,"[5, Inf)",-3,0.07578618655218036,Water,Island,Linear
4764,"[5, Inf)",-3,1.0926976790843114e-5,Water,Island,Linear
4832,"[5, Inf)",-3,0.04816532373796133,Water,Island,Linear
5903,"[5, Inf)",-3,0.09793742731600052,Water,Island,Linear
6097,"[5, Inf)",-3,0.00543594221016558,Water,Island,Linear
6596,"[5, Inf)",-3,0.0570340520110156,Water,Island,Linear
6982,"[5, Inf)",-3,0.011782837631533132,Water,Island,Linear
7149,"[5, Inf)",-3,2.1847320469559597e-6,Water,Island,Linear
7724,"[5, Inf)",-3,1.6927710227162093e-4,Water,Island,Linear
8520,"[5, Inf)",-3,0.026617312445042448,Water,Island,Linear
9054,"[5, Inf)",-3,0.0010675906400731175,Water,Island,Linear
9635,"[5, Inf)",-3,0.0013429157455935807,Water,Island,Linear
9903,"[5, Inf)",-3,1.1492883821715224e-4,Water,Island,Linear
9996,"[5, Inf)",-3,0.04335941171199802,Water,Island,Linear
358,0-5,-3,0.017025356148359642,Water,Island,Linear
1642,0-5,-3,0.006492782238513694,Water,Island,Linear
1685,0-5,-3,0.01100440120304353,Water,Island,Linear
2495,0-5,-3,0.06735988115790861,Water,Island,Linear
2765,0-5,-3,0.0038736341123645724,Water,Island,Linear
3958,0-5,-3,5.5878325325923253e-5,Water,Island,Linear
4322,0-5,-3,0.06462272464694671,Water,Island,Linear
4764,0-5,-3,1.8064347635183594e-5,Water,Island,Linear
4832,0-5,-3,0.04632737885705066,Water,Island,Linear
5903,0-5,-3,0.13812848173776712,Water,Island,Linear
6097,0-5,-3,0.060654253201269,Water,Island,Linear
6596,0-5,-3,0.08305151446424423,Water,Island,Linear
6982,0-5,-3,0.006763762197839971,Water,Island,Linear
7149,0-5,-3,0.0022075025892899754,Water,Island,Linear
7724,0-5,-3,5.739754223141819e-4,Water,Island,Linear
8520,0-5,-3,0.0031928163174646438,Water,Island,Linear
9054,0-5,-3,0.010300277285397067,Water,Island,Linear
9635,0-5,-3,0.005316006208654164,Water,Island,Linear
9903,0-5,-3,2.4498254418362552e-5,Water,Island,Linear
9996,0-5,-3,0.047461029012908565,Water,Island,Linear
358,"[5, Inf)",3,0.5691426436906539,Poultry,Island,Linear
1642,"[5, Inf)",3,0.5694505965354519,Poultry,Island,Linear
1685,"[5, Inf)",3,0.5517375834386532,Poultry,Island,Linear
2495,"[5, Inf)",3,0.5326376660113665,Poultry,Island,Linear
2765,"[5, Inf)",3,0.5625847939305341,Poultry,Island,Linear
3958,"[5, Inf)",3,0.5744736539025671,Poultry,Island,Linear
4322,"[5, Inf)",3,0.5417850951040438,Poultry,Island,Linear
4764,"[5, Inf)",3,0.5338518823949646,Poultry,Island,Linear
4832,"[5, Inf)",3,0.5266726011474288,Poultry,Island,Linear
5903,"[5, Inf)",3,0.5472640626148645,Poultry,Island,Linear
6097,"[5, Inf)",3,0.4878936598399577,Poultry,Island,Linear
6596,"[5, Inf)",3,0.5591674312375674,Poultry,Island,Linear
6982,"[5, Inf)",3,0.5656877574671636,Poultry,Island,Linear
7149,"[5, Inf)",3,0.5538057646175288,Poultry,Island,Linear
7724,"[5, Inf)",3,0.5523303556057759,Poultry,Island,Linear
8520,"[5, Inf)",3,0.5820175304173109,Poultry,Island,Linear
9054,"[5, Inf)",3,0.556337355246808,Poultry,Island,Linear
9635,"[5, Inf)",3,0.5630306428106084,Poultry,Island,Linear
9903,"[5, Inf)",3,0.5696240667852664,Poultry,Island,Linear
9996,"[5, Inf)",3,0.5878459838307383,Poultry,Island,Linear
358,"[5, Inf)",-1,0.44951913879739824,Poultry,Island,Linear
1642,"[5, Inf)",-1,0.3981100281617345,Poultry,Island,Linear
1685,"[5, Inf)",-1,0.37349716263235594,Poultry,Island,Linear
2495,"[5, Inf)",-1,0.3897445060055973,Poultry,Island,Linear
2765,"[5, Inf)",-1,0.3494253834727411,Poultry,Island,Linear
3958,"[5, Inf)",-1,0.4225508895634795,Poultry,Island,Linear
4322,"[5, Inf)",-1,0.3814271993022438,Poultry,Island,Linear
4764,"[5, Inf)",-1,0.30309138543381764,Poultry,Island,Linear
4832,"[5, Inf)",-1,0.40598553008852323,Poultry,Island,Linear
5903,"[5, Inf)",-1,0.4356644328052247,Poultry,Island,Linear
6097,"[5, Inf)",-1,0.3729315658996646,Poultry,Island,Linear
6596,"[5, Inf)",-1,0.4346777766444207,Poultry,Island,Linear
6982,"[5, Inf)",-1,0.41252447612617227,Poultry,Island,Linear
7149,"[5, Inf)",-1,0.4040809643550498,Poultry,Island,Linear
7724,"[5, Inf)",-1,0.3364758963903709,Poultry,Island,Linear
8520,"[5, Inf)",-1,0.42029141269179643,Poultry,Island,Linear
9054,"[5, Inf)",-1,0.37267778422372155,Poultry,Island,Linear
9635,"[5, Inf)",-1,0.39222326236508004,Poultry,Island,Linear
9903,"[5, Inf)",-1,0.3838525017618208,Poultry,Island,Linear
9996,"[5, Inf)",-1,0.36129273808693957,Poultry,Island,Linear
358,"[5, Inf)",1,0.5127334651243359,Poultry,Island,Linear
1642,"[5, Inf)",1,0.48345234935938924,Poultry,Island,Linear
1685,"[5, Inf)",1,0.46339299665881684,Poultry,Island,Linear
2495,"[5, Inf)",1,0.46388350229769676,Poultry,Island,Linear
2765,"[5, Inf)",1,0.4542168504578089,Poultry,Island,Linear
3958,"[5, Inf)",1,0.5010218421142841,Poultry,Island,Linear
4322,"[5, Inf)",1,0.46163997816884106,Poultry,Island,Linear
4764,"[5, Inf)",1,0.4157172580391729,Poultry,Island,Linear
4832,"[5, Inf)",1,0.4737003782720815,Poultry,Island,Linear
5903,"[5, Inf)",1,0.49577856584887925,Poultry,Island,Linear
6097,"[5, Inf)",1,0.4309109777286631,Poultry,Island,Linear
6596,"[5, Inf)",1,0.4981999179475084,Poultry,Island,Linear
6982,"[5, Inf)",1,0.4935080326581917,Poultry,Island,Linear
7149,"[5, Inf)",1,0.48269703735874825,Poultry,Island,Linear
7724,"[5, Inf)",1,0.4452646294524956,Poultry,Island,Linear
8520,"[5, Inf)",1,0.5021277379036485,Poultry,Island,Linear
9054,"[5, Inf)",1,0.46460441003590747,Poultry,Island,Linear
9635,"[5, Inf)",1,0.47911918376609275,Poultry,Island,Linear
9903,"[5, Inf)",1,0.47750531388297646,Poultry,Island,Linear
9996,"[5, Inf)",1,0.47999625137727775,Poultry,Island,Linear
358,0-5,-1,0.3018195559049924,Poultry,Island,Linear
1642,0-5,-1,0.4565439889098963,Poultry,Island,Linear
1685,0-5,-1,0.2823311335161702,Poultry,Island,Linear
2495,0-5,-1,0.42326794730584677,Poultry,Island,Linear
2765,0-5,-1,0.3278619486072284,Poultry,Island,Linear
3958,0-5,-1,0.3683111605180124,Poultry,Island,Linear
4322,0-5,-1,0.28920228544860144,Poultry,Island,Linear
4764,0-5,-1,0.29075930442159115,Poultry,Island,Linear
4832,0-5,-1,0.17812615721677083,Poultry,Island,Linear
5903,0-5,-1,0.41483848447681326,Poultry,Island,Linear
6097,0-5,-1,0.37250745266103,Poultry,Island,Linear
6596,0-5,-1,0.2493544447534116,Poultry,Island,Linear
6982,0-5,-1,0.19178603241077313,Poultry,Island,Linear
7149,0-5,-1,0.16532493225780037,Poultry,Island,Linear
7724,0-5,-1,0.16867356481943985,Poultry,Island,Linear
8520,0-5,-1,0.15451975342135643,Poultry,Island,Linear
9054,0-5,-1,0.1909649581264949,Poultry,Island,Linear
9635,0-5,-1,0.33996734524392425,Poultry,Island,Linear
9903,0-5,-1,0.28917387982431836,Poultry,Island,Linear
9996,0-5,-1,0.3363227440758519,Poultry,Island,Linear
358,"[5, Inf)",2,0.5426336750416771,Poultry,Island,Linear
1642,"[5, Inf)",2,0.5266504344063107,Poultry,Island,Linear
1685,"[5, Inf)",2,0.5082116035593875,Poultry,Island,Linear
2495,"[5, Inf)",2,0.4996417376676422,Poultry,Island,Linear
2765,"[5, Inf)",2,0.5085756469864086,Poultry,Island,Linear
3958,"[5, Inf)",2,0.5387615580206582,Poultry,Island,Linear
4322,"[5, Inf)",2,0.5020427171673829,Poultry,Island,Linear
4764,"[5, Inf)",2,0.47503262682109054,Poultry,Island,Linear
4832,"[5, Inf)",2,0.5034409121286288,Poultry,Island,Linear
5903,"[5, Inf)",2,0.5223361144321451,Poultry,Island,Linear
6097,"[5, Inf)",2,0.4596828296166165,Poultry,Island,Linear
6596,"[5, Inf)",2,0.5289295594375145,Poultry,Island,Linear
6982,"[5, Inf)",2,0.5316029160917345,Poultry,Island,Linear
7149,"[5, Inf)",2,0.5205658448728119,Poultry,Island,Linear
7724,"[5, Inf)",2,0.5001419292900307,Poultry,Island,Linear
8520,"[5, Inf)",2,0.5425552904506823,Poultry,Island,Linear
9054,"[5, Inf)",2,0.5109687011735315,Poultry,Island,Linear
9635,"[5, Inf)",2,0.5220007184637736,Poultry,Island,Linear
9903,"[5, Inf)",2,0.5244812014093952,Poultry,Island,Linear
9996,"[5, Inf)",2,0.5366240547563178,Poultry,Island,Linear
358,0-5,0,0.3868423960547941,Poultry,Island,Linear
1642,0-5,0,0.5731127740425374,Poultry,Island,Linear
1685,0-5,0,0.4175753066364157,Poultry,Island,Linear
2495,0-5,0,0.5507862902925448,Poultry,Island,Linear
2765,0-5,0,0.42072915715717707,Poultry,Island,Linear
3958,0-5,0,0.5053662975261537,Poultry,Island,Linear
4322,0-5,0,0.4042380981610326,Poultry,Island,Linear
4764,0-5,0,0.39586863292012,Poultry,Island,Linear
4832,0-5,0,0.3080052909947709,Poultry,Island,Linear
5903,0-5,0,0.47330384254339114,Poultry,Island,Linear
6097,0-5,0,0.4827198668827797,Poultry,Island,Linear
6596,0-5,0,0.3257930826153854,Poultry,Island,Linear
6982,0-5,0,0.3224238143776417,Poultry,Island,Linear
7149,0-5,0,0.27811638444969405,Poultry,Island,Linear
7724,0-5,0,0.2800999956104971,Poultry,Island,Linear
8520,0-5,0,0.2686969265956655,Poultry,Island,Linear
9054,0-5,0,0.3281759806299004,Poultry,Island,Linear
9635,0-5,0,0.42381952372351583,Poultry,Island,Linear
9903,0-5,0,0.369960734187203,Poultry,Island,Linear
9996,0-5,0,0.45118939933049573,Poultry,Island,Linear
358,0-5,3,0.6598372480378646,Poultry,Island,Linear
1642,0-5,3,0.8454073248533822,Poultry,Island,Linear
1685,0-5,3,0.800823599213542,Poultry,Island,Linear
2495,0-5,3,0.847562861775619,Poultry,Island,Linear
2765,0-5,3,0.7029224472826787,Poultry,Island,Linear
3958,0-5,3,0.8170910307068155,Poultry,Island,Linear
4322,0-5,3,0.7508017057664167,Poultry,Island,Linear
4764,0-5,3,0.707042298898321,Poultry,Island,Linear
4832,0-5,3,0.7547581359423026,Poultry,Island,Linear
5903,0-5,3,0.6393231415879147,Poultry,Island,Linear
6097,0-5,3,0.7806278439641073,Poultry,Island,Linear
6596,0-5,3,0.5836987450290472,Poultry,Island,Linear
6982,0-5,3,0.7745702962986823,Poultry,Island,Linear
7149,0-5,3,0.7386908977222201,Poultry,Island,Linear
7724,0-5,3,0.724349613200882,Poultry,Island,Linear
8520,0-5,3,0.7482545141825642,Poultry,Island,Linear
9054,0-5,3,0.811286938763862,Poultry,Island,Linear
9635,0-5,3,0.6596868721824649,Poultry,Island,Linear
9903,0-5,3,0.637003593628844,Poultry,Island,Linear
9996,0-5,3,0.7749427804522545,Poultry,Island,Linear
358,"[5, Inf)",0,0.48136386894216476,Poultry,Island,Linear
1642,"[5, Inf)",0,0.44047938497796424,Poultry,Island,Linear
1685,"[5, Inf)",0,0.41818025153874566,Poultry,Island,Linear
2495,"[5, Inf)",0,0.4268768597407187,Poultry,Island,Linear
2765,"[5, Inf)",0,0.4007713269221766,Poultry,Island,Linear
3958,"[5, Inf)",0,0.4620242355796386,Poultry,Island,Linear
4322,"[5, Inf)",0,0.42122781681556293,Poultry,Island,Linear
4764,"[5, Inf)",0,0.3578197351334702,Poultry,Island,Linear
4832,"[5, Inf)",0,0.44057428210791394,Poultry,Island,Linear
5903,"[5, Inf)",0,0.4672293834820241,Poultry,Island,Linear
6097,"[5, Inf)",0,0.40189994404689144,Poultry,Island,Linear
6596,"[5, Inf)",0,0.4669545679379125,Poultry,Island,Linear
6982,"[5, Inf)",0,0.45333354029810996,Poultry,Island,Linear
7149,"[5, Inf)",0,0.44351413719224503,Poultry,Island,Linear
7724,"[5, Inf)",0,0.39004745338141966,Poultry,Island,Linear
8520,"[5, Inf)",0,0.46120967762955567,Poultry,Island,Linear
9054,"[5, Inf)",0,0.4181930045649463,Poultry,Island,Linear
9635,"[5, Inf)",0,0.43552088690173824,Poultry,Island,Linear
9903,"[5, Inf)",0,0.4302326694247243,Poultry,Island,Linear
9996,"[5, Inf)",0,0.42076109176328286,Poultry,Island,Linear
358,0-5,2,0.5720557126035318,Poultry,Island,Linear
1642,0-5,2,0.7739931920122062,Poultry,Island,Linear
1685,0-5,2,0.6973648607233299,Poultry,Island,Linear
2495,0-5,2,0.7712246733377086,Poultry,Island,Linear
2765,0-5,2,0.6154652732033377,Poultry,Island,Linear
3958,0-5,2,0.7452956593438181,Poultry,Island,Linear
4322,0-5,2,0.6489975783658793,Poultry,Island,Linear
4764,0-5,2,0.6173646092341365,Poultry,Island,Linear
4832,0-5,2,0.6330943864220983,Poultry,Island,Linear
5903,0-5,2,0.586066672983594,Poultry,Island,Linear
6097,0-5,2,0.6953833158624526,Poultry,Island,Linear
6596,0-5,2,0.4979237245110231,Poultry,Island,Linear
6982,0-5,2,0.6460763108794387,Poultry,Island,Linear
7149,0-5,2,0.5927553977002491,Poultry,Island,Linear
7724,0-5,2,0.5840744052167642,Poultry,Island,Linear
8520,0-5,2,0.5970577061427932,Poultry,Island,Linear
9054,0-5,2,0.6757506961750522,Poultry,Island,Linear
9635,0-5,2,0.5910430693513116,Poultry,Island,Linear
9903,0-5,2,0.5497497635430669,Poultry,Island,Linear
9996,0-5,2,0.6815488014815678,Poultry,Island,Linear
358,0-5,1,0.4789520842282452,Poultry,Island,Linear
1642,0-5,1,0.6819794118334465,Poultry,Island,Linear
1685,0-5,1,0.5641467184217013,Poultry,Island,Linear
2495,0-5,1,0.6707639488512253,Poultry,Island,Linear
2765,0-5,1,0.519104299027769,Poultry,Island,Linear
3958,0-5,1,0.6379787689973561,Poultry,Island,Linear
4322,0-5,1,0.5292390354414036,Poultry,Island,Linear
4764,0-5,1,0.5093266998272927,Poultry,Island,Linear
4832,0-5,1,0.4723043758648124,Poultry,Island,Linear
5903,0-5,1,0.5303993801943283,Poultry,Island,Linear
6097,0-5,1,0.5937381519212896,Poultry,Island,Linear
6596,0-5,1,0.41014547204018864,Poultry,Island,Linear
6982,0-5,1,0.48494326062983767,Poultry,Island,Linear
7149,0-5,1,0.4282538358013737,Poultry,Island,Linear
7724,0-5,1,0.4259645436333483,Poultry,Island,Linear
8520,0-5,1,0.4246676293506352,Poultry,Island,Linear
9054,0-5,1,0.5023575017725446,Poultry,Island,Linear
9635,0-5,1,0.5099522995273132,Poultry,Island,Linear
9903,0-5,1,0.4586414992652182,Poultry,Island,Linear
9996,0-5,1,0.5704582213874468,Poultry,Island,Linear
358,"[5, Inf)",-2,0.41778152423741904,Poultry,Island,Linear
1642,"[5, Inf)",-2,0.3536087334032432,Poultry,Island,Linear
1685,"[5, Inf)",-2,0.33022069274788224,Poultry,Island,Linear
2495,"[5, Inf)",-2,0.3533214895174951,Poultry,Island,Linear
2765,"[5, Inf)",-2,0.3011878236350166,Poultry,Island,Linear
3958,"[5, Inf)",-2,0.38335484052905855,Poultry,Island,Linear
4322,"[5, Inf)",-2,0.3421649105802926,Poultry,Island,Linear
4764,"[5, Inf)",-2,0.2529169593289256,Poultry,Island,Linear
4832,"[5, Inf)",-2,0.37112511827272476,Poultry,Island,Linear
5903,"[5, Inf)",-2,0.3988771970814805,Poultry,Island,Linear
6097,"[5, Inf)",-2,0.34413382136379966,Poultry,Island,Linear
6596,"[5, Inf)",-2,0.3994728274428519,Poultry,Island,Linear
6982,"[5, Inf)",-2,0.3721766623909233,Poultry,Island,Linear
7149,"[5, Inf)",-2,0.36493522529274613,Poultry,Island,Linear
7724,"[5, Inf)",-2,0.2861329252291722,Poultry,Island,Linear
8520,"[5, Inf)",-2,0.37985357191076885,Poultry,Island,Linear
9054,"[5, Inf)",-2,0.3289238313191062,Poultry,Island,Linear
9635,"[5, Inf)",-2,0.35010770234134014,Poultry,Island,Linear
9903,"[5, Inf)",-2,0.33930647421100735,Poultry,Island,Linear
9996,"[5, Inf)",-2,0.3031331836438756,Poultry,Island,Linear
358,0-5,-2,0.22824457061722248,Poultry,Island,Linear
1642,0-5,-2,0.3442633765796823,Poultry,Island,Linear
1685,0-5,-2,0.1766221635024041,Poultry,Island,Linear
2495,0-5,-2,0.30374198720219003,Poultry,Island,Linear
2765,0-5,-2,0.24648527886865537,Poultry,Island,Linear
3958,0-5,-2,0.24848295521271463,Poultry,Island,Linear
4322,0-5,-2,0.19430557742966853,Poultry,Island,Linear
4764,0-5,-2,0.2034536037775341,Poultry,Island,Linear
4832,0-5,-2,0.09457406404993074,Poultry,Island,Linear
5903,0-5,-2,0.35140975810934805,Poultry,Island,Linear
6097,0-5,-2,0.272170359886028,Poultry,Island,Linear
6596,0-5,-2,0.1834379224710773,Poultry,Island,Linear
6982,0-5,-2,0.10500550352144097,Poultry,Island,Linear
7149,0-5,-2,0.0923846587531868,Poultry,Island,Linear
7724,0-5,-2,0.09534532401364994,Poultry,Island,Linear
8520,0-5,-2,0.08327474833731771,Poultry,Island,Linear
9054,0-5,-2,0.10212832865773225,Poultry,Island,Linear
9635,0-5,-2,0.26416016169337664,Poultry,Island,Linear
9903,0-5,-2,0.21984072765161766,Poultry,Island,Linear
9996,0-5,-2,0.2364854846111287,Poultry,Island,Linear
358,"[5, Inf)",-3,0.38654681913126365,Poultry,Island,Linear
1642,"[5, Inf)",-3,0.2710277943369032,Poultry,Island,Linear
1685,"[5, Inf)",-3,0.28911654382389845,Poultry,Island,Linear
2495,"[5, Inf)",-3,0.31822658311025925,Poultry,Island,Linear
2765,"[5, Inf)",-3,0.2568201660833329,Poultry,Island,Linear
3958,"[5, Inf)",-3,0.3451217341447819,Poultry,Island,Linear
4322,"[5, Inf)",-3,0.28287159714115545,Poultry,Island,Linear
4764,"[5, Inf)",-3,0.2081985662465168,Poultry,Island,Linear
4832,"[5, Inf)",-3,0.33675880454018065,Poultry,Island,Linear
5903,"[5, Inf)",-3,0.35300725304450786,Poultry,Island,Linear
6097,"[5, Inf)",-3,0.31507903614528826,Poultry,Island,Linear
6596,"[5, Inf)",-3,0.35600236498593324,Poultry,Island,Linear
6982,"[5, Inf)",-3,0.3331240681944475,Poultry,Island,Linear
7149,"[5, Inf)",-3,0.3264925104095884,Poultry,Island,Linear
7724,"[5, Inf)",-3,0.24015161609840635,Poultry,Island,Linear
8520,"[5, Inf)",-3,0.340344062635356,Poultry,Island,Linear
9054,"[5, Inf)",-3,0.2876578796398287,Poultry,Island,Linear
9635,"[5, Inf)",-3,0.30990149290103575,Poultry,Island,Linear
9903,"[5, Inf)",-3,0.2973227256024644,Poultry,Island,Linear
9996,"[5, Inf)",-3,0.2466395633202072,Poultry,Island,Linear
358,0-5,-3,0.16807135796965061,Poultry,Island,Linear
1642,0-5,-3,0.24645582930267682,Poultry,Island,Linear
1685,0-5,-3,0.10432966978409479,Poultry,Island,Linear
2495,0-5,-3,0.20448448257122082,Poultry,Island,Linear
2765,0-5,-3,0.179721592251515,Poultry,Island,Linear
3958,0-5,-3,0.15756506395852665,Poultry,Island,Linear
4322,0-5,-3,0.11847092972294396,Poultry,Island,Linear
4764,0-5,-3,0.13706252619176718,Poultry,Island,Linear
4832,0-5,-3,0.047691164843230646,Poultry,Island,Linear
5903,0-5,-3,0.26983678271582373,Poultry,Island,Linear
6097,0-5,-3,0.1803069049784036,Poultry,Island,Linear
6596,0-5,-3,0.12871542298547353,Poultry,Island,Linear
6982,0-5,-3,0.05454963694566857,Poultry,Island,Linear
7149,0-5,-3,0.04969015788205557,Poultry,Island,Linear
7724,0-5,-3,0.051766180658184106,Poultry,Island,Linear
8520,0-5,-3,0.043169353127447824,Poultry,Island,Linear
9054,0-5,-3,0.05160288245733403,Poultry,Island,Linear
9635,0-5,-3,0.19975982641054865,Poultry,Island,Linear
9903,0-5,-3,0.1633013234125095,Poultry,Island,Linear
9996,0-5,-3,0.15685650892244993,Poultry,Island,Linear
358,"[5, Inf)",3,0.014713523900437883,Other,Island,Linear
1642,"[5, Inf)",3,0.030024387713971364,Other,Island,Linear
1685,"[5, Inf)",3,0.05436910327182317,Other,Island,Linear
2495,"[5, Inf)",3,0.027627156299012738,Other,Island,Linear
