identity,Age,UR2006_num,p,Source,GenotypeModel,AttributionModel
2765,"[5, Inf)",3,0.007177691939530076,Other,Island,Linear
3958,"[5, Inf)",3,0.017061317096776964,Other,Island,Linear
4322,"[5, Inf)",3,0.02944886833970822,Other,Island,Linear
4764,"[5, Inf)",3,0.05868242921927183,Other,Island,Linear
4832,"[5, Inf)",3,0.048364360928870385,Other,Island,Linear
5903,"[5, Inf)",3,0.043173897978665846,Other,Island,Linear
6097,"[5, Inf)",3,0.061297744489581744,Other,Island,Linear
6596,"[5, Inf)",3,0.03556802452954729,Other,Island,Linear
6982,"[5, Inf)",3,0.02918195377546381,Other,Island,Linear
7149,"[5, Inf)",3,0.014715007493914946,Other,Island,Linear
7724,"[5, Inf)",3,0.04977824424050836,Other,Island,Linear
8520,"[5, Inf)",3,0.025160235625598472,Other,Island,Linear
9054,"[5, Inf)",3,0.03631181902177071,Other,Island,Linear
9635,"[5, Inf)",3,0.04550643761418752,Other,Island,Linear
9903,"[5, Inf)",3,0.044011613006273945,Other,Island,Linear
9996,"[5, Inf)",3,0.0457640803667043,Other,Island,Linear
358,"[5, Inf)",-1,5.332624931944753e-4,Other,Island,Linear
1642,"[5, Inf)",-1,0.040572182706105284,Other,Island,Linear
1685,"[5, Inf)",-1,0.033734700282789354,Other,Island,Linear
2495,"[5, Inf)",-1,0.003955427255085056,Other,Island,Linear
2765,"[5, Inf)",-1,0.01605592867248949,Other,Island,Linear
3958,"[5, Inf)",-1,0.009159924945639676,Other,Island,Linear
4322,"[5, Inf)",-1,0.016640550137576326,Other,Island,Linear
4764,"[5, Inf)",-1,0.03791680544308096,Other,Island,Linear
4832,"[5, Inf)",-1,0.00418244415074474,Other,Island,Linear
5903,"[5, Inf)",-1,0.022171357990074667,Other,Island,Linear
6097,"[5, Inf)",-1,0.037339039162140965,Other,Island,Linear
6596,"[5, Inf)",-1,0.032014407514920774,Other,Island,Linear
6982,"[5, Inf)",-1,0.003627781118860053,Other,Island,Linear
7149,"[5, Inf)",-1,0.04748705386515788,Other,Island,Linear
7724,"[5, Inf)",-1,0.030369910882966922,Other,Island,Linear
8520,"[5, Inf)",-1,0.020813859053338067,Other,Island,Linear
9054,"[5, Inf)",-1,0.021541138003434723,Other,Island,Linear
9635,"[5, Inf)",-1,0.0453943913581976,Other,Island,Linear
9903,"[5, Inf)",-1,0.05069419646750837,Other,Island,Linear
9996,"[5, Inf)",-1,0.009564847831430117,Other,Island,Linear
358,"[5, Inf)",1,0.0028394607900428764,Other,Island,Linear
1642,"[5, Inf)",1,0.03543850204399222,Other,Island,Linear
1685,"[5, Inf)",1,0.043717371414462386,Other,Island,Linear
2495,"[5, Inf)",1,0.01064309116746058,Other,Island,Linear
2765,"[5, Inf)",1,0.010997706975736264,Other,Island,Linear
3958,"[5, Inf)",1,0.012712598357880175,Other,Island,Linear
4322,"[5, Inf)",1,0.02248030508966541,Other,Island,Linear
4764,"[5, Inf)",1,0.048749568994741775,Other,Island,Linear
4832,"[5, Inf)",1,0.014569877257095258,Other,Island,Linear
5903,"[5, Inf)",1,0.031413766148732446,Other,Island,Linear
6097,"[5, Inf)",1,0.0483297128581402,Other,Island,Linear
6596,"[5, Inf)",1,0.03409978227385796,Other,Island,Linear
6982,"[5, Inf)",1,0.010511354810137551,Other,Island,Linear
7149,"[5, Inf)",1,0.026973018998643697,Other,Island,Linear
7724,"[5, Inf)",1,0.0401590386372067,Other,Island,Linear
8520,"[5, Inf)",1,0.02323296178942045,Other,Island,Linear
9054,"[5, Inf)",1,0.028536833990433823,Other,Island,Linear
9635,"[5, Inf)",1,0.046339184719951194,Other,Island,Linear
9903,"[5, Inf)",1,0.04823525966148752,Other,Island,Linear
9996,"[5, Inf)",1,0.021791034793641605,Other,Island,Linear
358,0-5,-1,0.012453242017685705,Other,Island,Linear
1642,0-5,-1,0.013037595107828799,Other,Island,Linear
1685,0-5,-1,0.022248798924375462,Other,Island,Linear
2495,0-5,-1,0.02581945731639721,Other,Island,Linear
2765,0-5,-1,0.011841818592143612,Other,Island,Linear
3958,0-5,-1,0.004005240993766859,Other,Island,Linear
4322,0-5,-1,0.03453918895001947,Other,Island,Linear
4764,0-5,-1,0.0044950385478458345,Other,Island,Linear
4832,0-5,-1,0.011953759824200385,Other,Island,Linear
5903,0-5,-1,0.03219820639365065,Other,Island,Linear
6097,0-5,-1,0.04311355138656308,Other,Island,Linear
6596,0-5,-1,0.03128815549266445,Other,Island,Linear
6982,0-5,-1,0.013690661834038626,Other,Island,Linear
7149,0-5,-1,0.04347633140895269,Other,Island,Linear
7724,0-5,-1,0.034621601808220694,Other,Island,Linear
8520,0-5,-1,0.06628196756087822,Other,Island,Linear
9054,0-5,-1,0.04193365982901807,Other,Island,Linear
9635,0-5,-1,0.005797162624008442,Other,Island,Linear
9903,0-5,-1,0.08290072153702957,Other,Island,Linear
9996,0-5,-1,0.013627712287669166,Other,Island,Linear
358,"[5, Inf)",2,0.006492719398891149,Other,Island,Linear
1642,"[5, Inf)",2,0.03274103025040582,Other,Island,Linear
1685,"[5, Inf)",2,0.04900119431046572,Other,Island,Linear
2495,"[5, Inf)",2,0.017236151093479184,Other,Island,Linear
2765,"[5, Inf)",2,0.00893868070334226,Other,Island,Linear
3958,"[5, Inf)",2,0.014789607647443791,Other,Island,Linear
4322,"[5, Inf)",2,0.025829193427858922,Other,Island,Linear
4764,"[5, Inf)",2,0.05393286050875286,Other,Island,Linear
4832,"[5, Inf)",2,0.02675573896430645,Other,Island,Linear
5903,"[5, Inf)",2,0.03692991850673013,Other,Island,Linear
6097,"[5, Inf)",2,0.05456714985492214,Other,Island,Linear
6596,"[5, Inf)",2,0.03490042808962195,Other,Island,Linear
6982,"[5, Inf)",2,0.017621317738317842,Other,Island,Linear
7149,"[5, Inf)",2,0.020058785778576217,Other,Island,Linear
7724,"[5, Inf)",2,0.04509165247474742,Other,Island,Linear
8520,"[5, Inf)",2,0.024264899918273557,Other,Island,Linear
9054,"[5, Inf)",2,0.032352691833609816,Other,Island,Linear
9635,"[5, Inf)",2,0.04615236052334338,Other,Island,Linear
9903,"[5, Inf)",2,0.04633536733583878,Other,Island,Linear
9996,"[5, Inf)",2,0.03190220730396724,Other,Island,Linear
358,0-5,0,0.01374954780115796,Other,Island,Linear
1642,0-5,0,0.01045557544399691,Other,Island,Linear
1685,0-5,0,0.027851700892667242,Other,Island,Linear
2495,0-5,0,0.0161100159658025,Other,Island,Linear
2765,0-5,0,0.013380024473500908,Other,Island,Linear
3958,0-5,0,0.007998907412114684,Other,Island,Linear
4322,0-5,0,0.03860231315167454,Other,Island,Linear
4764,0-5,0,0.008340201193272953,Other,Island,Linear
4832,0-5,0,0.021986962947085634,Other,Island,Linear
5903,0-5,0,0.0324227704080219,Other,Island,Linear
6097,0-5,0,0.02811983710168015,Other,Island,Linear
6596,0-5,0,0.03744999444161719,Other,Island,Linear
6982,0-5,0,0.018273870275548873,Other,Island,Linear
7149,0-5,0,0.040892110814761747,Other,Island,Linear
7724,0-5,0,0.0389189136443416,Other,Island,Linear
8520,0-5,0,0.05279417008486064,Other,Island,Linear
9054,0-5,0,0.0300639873284044,Other,Island,Linear
9635,0-5,0,0.010280187555364475,Other,Island,Linear
9903,0-5,0,0.07406932029054454,Other,Island,Linear
9996,0-5,0,0.013345141748124557,Other,Island,Linear
358,0-5,3,0.014991637513737542,Other,Island,Linear
1642,0-5,3,0.004021173677795533,Other,Island,Linear
1685,0-5,3,0.03238628401234025,Other,Island,Linear
2495,0-5,3,0.0027329276337158272,Other,Island,Linear
2765,0-5,3,0.015259575009040861,Other,Island,Linear
3958,0-5,3,0.03987738752097396,Other,Island,Linear
4322,0-5,3,0.03665205732049824,Other,Island,Linear
4764,0-5,3,0.03770055493997037,Other,Island,Linear
4832,0-5,3,0.06484934481317622,Other,Island,Linear
5903,0-5,3,0.03010945292949115,Other,Island,Linear
6097,0-5,3,0.0057979978550478754,Other,Island,Linear
6596,0-5,3,0.051586945312306606,Other,Island,Linear
6982,0-5,3,0.021971117006183066,Other,Island,Linear
7149,0-5,3,0.018983266850119303,Other,Island,Linear
7724,0-5,3,0.0312203854439065,Other,Island,Linear
8520,0-5,3,0.01412889711409684,Other,Island,Linear
9054,0-5,3,0.005396427898594578,Other,Island,Linear
9635,0-5,3,0.04605569274216743,Other,Island,Linear
9903,0-5,3,0.04343852233908646,Other,Island,Linear
9996,0-5,3,0.008915109808486293,Other,Island,Linear
358,"[5, Inf)",0,0.0012337922019363362,Other,Island,Linear
1642,"[5, Inf)",0,0.03807141827623552,Other,Island,Linear
1685,"[5, Inf)",0,0.03860206891669978,Other,Island,Linear
2495,"[5, Inf)",0,0.006513864803198401,Other,Island,Linear
2765,"[5, Inf)",0,0.013367696710196091,Other,Island,Linear
3958,"[5, Inf)",0,0.010835776482177959,Other,Island,Linear
4322,"[5, Inf)",0,0.019415315318790177,Other,Island,Linear
4764,"[5, Inf)",0,0.04333908386687789,Other,Island,Linear
4832,"[5, Inf)",0,0.007842508909481842,Other,Island,Linear
5903,"[5, Inf)",0,0.026531779002139072,Other,Island,Linear
6097,"[5, Inf)",0,0.04258908119156647,Other,Island,Linear
6596,"[5, Inf)",0,0.03315412887441684,Other,Island,Linear
6982,"[5, Inf)",0,0.006204342499869891,Other,Island,Linear
7149,"[5, Inf)",0,0.035940850289737515,Other,Island,Linear
7724,"[5, Inf)",0,0.035192067444785625,Other,Island,Linear
8520,"[5, Inf)",0,0.02207723297059121,Other,Island,Linear
9054,"[5, Inf)",0,0.024917562910965203,Other,Island,Linear
9635,"[5, Inf)",0,0.046078234123634355,Other,Island,Linear
9903,"[5, Inf)",0,0.04969280650698658,Other,Island,Linear
9996,"[5, Inf)",0,0.014586966780332167,Other,Island,Linear
358,0-5,2,0.015087986041093467,Other,Island,Linear
1642,0-5,2,0.005762765855825605,Other,Island,Linear
1685,0-5,2,0.03332078335717131,Other,Island,Linear
2495,0-5,2,0.0051862805631929,Other,Island,Linear
2765,0-5,2,0.0151744049609563,Other,Island,Linear
3958,0-5,2,0.02499045865436954,Other,Island,Linear
4322,0-5,2,0.03962328787888408,Other,Island,Linear
4764,0-5,2,0.024155633933038118,Other,Island,Linear
4832,0-5,2,0.05113709012062127,Other,Island,Linear
5903,0-5,2,0.03127317792987357,Other,Island,Linear
6097,0-5,2,0.010261704017932619,Other,Island,Linear
6596,0-5,2,0.04803599830487795,Other,Island,Linear
6982,0-5,2,0.023082304104753457,Other,Island,Linear
7149,0-5,2,0.02724490547856593,Other,Island,Linear
7724,0-5,2,0.03718867711152616,Other,Island,Linear
8520,0-5,2,0.024612931454807977,Other,Island,Linear
9054,0-5,2,0.010774266021707867,Other,Island,Linear
9635,0-5,2,0.029008335325642388,Other,Island,Linear
9903,0-5,2,0.0536802752521886,Other,Island,Linear
9996,0-5,2,0.010741289777681575,Other,Island,Linear
358,0-5,1,0.014664447874397775,Other,Island,Linear
1642,0-5,1,0.007948260759697805,Other,Island,Linear
1685,0-5,1,0.03184770153733283,Other,Island,Linear
2495,0-5,1,0.009407271611195346,Other,Island,Linear
2765,0-5,1,0.014535696033124297,Other,Island,Linear
3958,0-5,1,0.014697424597448867,Other,Island,Linear
4322,0-5,1,0.04041044470494567,Other,Island,Linear
4764,0-5,1,0.0146233716013044,Other,Island,Linear
4832,0-5,1,0.03586404555318724,Other,Island,Linear
5903,0-5,1,0.03206790204162102,Other,Island,Linear
6097,0-5,1,0.017408100238814582,Other,Island,Linear
6596,0-5,1,0.04319116030940983,Other,Island,Linear
6982,0-5,1,0.02182178697007501,Other,Island,Linear
7149,0-5,1,0.035205671532745994,Other,Island,Linear
7724,0-5,1,0.040065312236926484,Other,Island,Linear
8520,0-5,1,0.038219439086902396,Other,Island,Linear
9054,0-5,1,0.019199211033137986,Other,Island,Linear
9635,0-5,1,0.017595087584300374,Other,Island,Linear
9903,0-5,1,0.06412679771427802,Other,Island,Linear
9996,0-5,1,0.012316455235328856,Other,Island,Linear
358,"[5, Inf)",-2,2.2938573243281085e-4,Other,Island,Linear
1642,"[5, Inf)",-2,0.04249130063472327,Other,Island,Linear
1685,"[5, Inf)",-2,0.029183429045765198,Other,Island,Linear
2495,"[5, Inf)",-2,0.002384848114005362,Other,Island,Linear
2765,"[5, Inf)",-2,0.019065114970594155,Other,Island,Linear
3958,"[5, Inf)",-2,0.007681242218656912,Other,Island,Linear
4322,"[5, Inf)",-2,0.014129282450064047,Other,Island,Linear
4764,"[5, Inf)",-2,0.032679756333197904,Other,Island,Linear
4832,"[5, Inf)",-2,0.0022127057346345413,Other,Island,Linear
5903,"[5, Inf)",-2,0.018192122094502685,Other,Island,Linear
6097,"[5, Inf)",-2,0.0325547990402397,Other,Island,Linear
6596,"[5, Inf)",-2,0.030519703775784668,Other,Island,Linear
6982,"[5, Inf)",-2,0.0021030709959507267,Other,Island,Linear
7149,"[5, Inf)",-2,0.06219401223817796,Other,Island,Linear
7724,"[5, Inf)",-2,0.025835663403897383,Other,Island,Linear
8520,"[5, Inf)",-2,0.01946140411453138,Other,Island,Linear
9054,"[5, Inf)",-2,0.018443222996216493,Other,Island,Linear
9635,"[5, Inf)",-2,0.04432538595896482,Other,Island,Linear
9903,"[5, Inf)",-2,0.051237713704309656,Other,Island,Linear
9996,"[5, Inf)",-2,0.006128324106059564,Other,Island,Linear
358,0-5,-2,0.010932417533506588,Other,Island,Linear
1642,0-5,-2,0.01538908128476098,Other,Island,Linear
1685,0-5,-2,0.016444621618366975,Other,Island,Linear
2495,0-5,-2,0.038641629880884446,Other,Island,Linear
2765,0-5,-2,0.010110938412153483,Other,Island,Linear
3958,0-5,-2,0.0018565205316502177,Other,Island,Linear
4322,0-5,-2,0.029022178475237796,Other,Island,Linear
4764,0-5,-2,0.0023080199012902383,Other,Island,Linear
4832,0-5,-2,0.005966486169682149,Other,Island,Linear
5903,0-5,-2,0.03090359532718643,Other,Island,Linear
6097,0-5,-2,0.06258652876726027,Other,Island,Linear
6596,0-5,-2,0.025124933395312216,Other,Island,Linear
6982,0-5,-2,0.009441121199192356,Other,Island,Linear
7149,0-5,-2,0.04345262115794706,Other,Island,Linear
7724,0-5,-2,0.0289102640903051,Other,Island,Linear
8520,0-5,-2,0.07798531512371824,Other,Island,Linear
9054,0-5,-2,0.05375571073986933,Other,Island,Linear
9635,0-5,-2,0.003166677249083998,Other,Island,Linear
9903,0-5,-2,0.09024516085012932,Other,Island,Linear
9996,0-5,-2,0.013127245938858301,Other,Island,Linear
358,"[5, Inf)",-3,9.822987590669896e-5,Other,Island,Linear
1642,"[5, Inf)",-3,0.03840101113174695,Other,Island,Linear
1685,"[5, Inf)",-3,0.025000429300487632,Other,Island,Linear
2495,"[5, Inf)",-3,0.0014285794563118782,Other,Island,Linear
2765,"[5, Inf)",-3,0.022395057371834826,Other,Island,Linear
3958,"[5, Inf)",-3,0.006391759608483207,Other,Island,Linear
4322,"[5, Inf)",-3,0.011056116221650756,Other,Island,Linear
4764,"[5, Inf)",-3,0.027785697464137577,Other,Island,Linear
4832,"[5, Inf)",-3,0.0011619996265914713,Other,Island,Linear
5903,"[5, Inf)",-3,0.014428850903082404,Other,Island,Linear
6097,"[5, Inf)",-3,0.02816182778484068,Other,Island,Linear
6596,"[5, Inf)",-3,0.028213761601360045,Other,Island,Linear
6982,"[5, Inf)",-3,0.001209551184161183,Other,Island,Linear
7149,"[5, Inf)",-3,0.08069227633832966,Other,Island,Linear
7724,"[5, Inf)",-3,0.021691996251776046,Other,Island,Linear
8520,"[5, Inf)",-3,0.018039811636177006,Other,Island,Linear
9054,"[5, Inf)",-3,0.015646748091752167,Other,Island,Linear
9635,"[5, Inf)",-3,0.042919686358926054,Other,Island,Linear
9903,"[5, Inf)",-3,0.051336875154627606,Other,Island,Linear
9996,"[5, Inf)",-3,0.0038076796228331865,Other,Island,Linear
358,0-5,-3,0.009345233680063247,Other,Island,Linear
1642,0-5,-3,0.017245189590273286,Other,Island,Linear
1685,0-5,-3,0.01147670987507365,Other,Island,Linear
2495,0-5,-3,0.0542537600127227,Other,Island,Linear
2765,0-5,-3,0.008372859943085308,Other,Island,Linear
3958,0-5,-3,8.088210819817176e-4,Other,Island,Linear
4322,0-5,-3,0.022130481610013585,Other,Island,Linear
4764,0-5,-3,0.0011409516940274842,Other,Island,Linear
4832,0-5,-3,0.0028284875776170408,Other,Island,Linear
5903,0-5,-3,0.02688678606532192,Other,Island,Linear
6097,0-5,-3,0.08237844713180817,Other,Island,Linear
6596,0-5,-3,0.019244176564892385,Other,Island,Linear
6982,0-5,-3,0.006177424100017571,Other,Island,Linear
7149,0-5,-3,0.04180113555924424,Other,Island,Linear
7724,0-5,-3,0.02318736027629935,Other,Island,Linear
8520,0-5,-3,0.08825984503761501,Other,Island,Linear
9054,0-5,-3,0.06510609427858563,Other,Island,Linear
9635,0-5,-3,0.001683460119720307,Other,Island,Linear
9903,0-5,-3,0.09598911702144682,Other,Island,Linear
9996,0-5,-3,0.011928177474512946,Other,Island,Linear
358,"[5, Inf)",3,0.3655761652813557,Ruminants,Dirichlet,Linear
1642,"[5, Inf)",3,0.3989588208945459,Ruminants,Dirichlet,Linear
1685,"[5, Inf)",3,0.4153124265320002,Ruminants,Dirichlet,Linear
2495,"[5, Inf)",3,0.4273575103719163,Ruminants,Dirichlet,Linear
2765,"[5, Inf)",3,0.4471267893720416,Ruminants,Dirichlet,Linear
3958,"[5, Inf)",3,0.3672071815176344,Ruminants,Dirichlet,Linear
4322,"[5, Inf)",3,0.4334409248841533,Ruminants,Dirichlet,Linear
4764,"[5, Inf)",3,0.381763175480946,Ruminants,Dirichlet,Linear
4832,"[5, Inf)",3,0.4221875343745658,Ruminants,Dirichlet,Linear
5903,"[5, Inf)",3,0.2804189357978526,Ruminants,Dirichlet,Linear
6097,"[5, Inf)",3,0.47242088519378483,Ruminants,Dirichlet,Linear
6596,"[5, Inf)",3,0.32188850624921556,Ruminants,Dirichlet,Linear
6982,"[5, Inf)",3,0.3916740225035822,Ruminants,Dirichlet,Linear
7149,"[5, Inf)",3,0.3876175270817654,Ruminants,Dirichlet,Linear
7724,"[5, Inf)",3,0.4071953597147056,Ruminants,Dirichlet,Linear
8520,"[5, Inf)",3,0.43338841204834694,Ruminants,Dirichlet,Linear
9054,"[5, Inf)",3,0.39251305930615576,Ruminants,Dirichlet,Linear
9635,"[5, Inf)",3,0.37728929596325234,Ruminants,Dirichlet,Linear
9903,"[5, Inf)",3,0.4033600509045848,Ruminants,Dirichlet,Linear
9996,"[5, Inf)",3,0.3695466198169217,Ruminants,Dirichlet,Linear
358,"[5, Inf)",-1,0.5806218387156744,Ruminants,Dirichlet,Linear
1642,"[5, Inf)",-1,0.6270888959445524,Ruminants,Dirichlet,Linear
1685,"[5, Inf)",-1,0.5472754578942538,Ruminants,Dirichlet,Linear
2495,"[5, Inf)",-1,0.5961573063447873,Ruminants,Dirichlet,Linear
2765,"[5, Inf)",-1,0.5823532118057556,Ruminants,Dirichlet,Linear
3958,"[5, Inf)",-1,0.5040074902917279,Ruminants,Dirichlet,Linear
4322,"[5, Inf)",-1,0.6220731912473925,Ruminants,Dirichlet,Linear
4764,"[5, Inf)",-1,0.5699203127069434,Ruminants,Dirichlet,Linear
4832,"[5, Inf)",-1,0.5737287305287041,Ruminants,Dirichlet,Linear
5903,"[5, Inf)",-1,0.5458038716754942,Ruminants,Dirichlet,Linear
6097,"[5, Inf)",-1,0.6221654400860722,Ruminants,Dirichlet,Linear
6596,"[5, Inf)",-1,0.6106149688439748,Ruminants,Dirichlet,Linear
6982,"[5, Inf)",-1,0.6127925004882625,Ruminants,Dirichlet,Linear
7149,"[5, Inf)",-1,0.5196637747755753,Ruminants,Dirichlet,Linear
7724,"[5, Inf)",-1,0.5203120734036432,Ruminants,Dirichlet,Linear
8520,"[5, Inf)",-1,0.5650477637117349,Ruminants,Dirichlet,Linear
9054,"[5, Inf)",-1,0.6630960499685898,Ruminants,Dirichlet,Linear
9635,"[5, Inf)",-1,0.553556577405319,Ruminants,Dirichlet,Linear
9903,"[5, Inf)",-1,0.5473940235914794,Ruminants,Dirichlet,Linear
9996,"[5, Inf)",-1,0.6251936248401876,Ruminants,Dirichlet,Linear
358,"[5, Inf)",1,0.4731376366153958,Ruminants,Dirichlet,Linear
1642,"[5, Inf)",1,0.5148301154994029,Ruminants,Dirichlet,Linear
1685,"[5, Inf)",1,0.48145507436319934,Ruminants,Dirichlet,Linear
2495,"[5, Inf)",1,0.5121473451135846,Ruminants,Dirichlet,Linear
2765,"[5, Inf)",1,0.5150170590668552,Ruminants,Dirichlet,Linear
3958,"[5, Inf)",1,0.43544572060898096,Ruminants,Dirichlet,Linear
4322,"[5, Inf)",1,0.5288045505909637,Ruminants,Dirichlet,Linear
4764,"[5, Inf)",1,0.4749629388964956,Ruminants,Dirichlet,Linear
4832,"[5, Inf)",1,0.49829161360128066,Ruminants,Dirichlet,Linear
5903,"[5, Inf)",1,0.40717025370901105,Ruminants,Dirichlet,Linear
6097,"[5, Inf)",1,0.5487849046396149,Ruminants,Dirichlet,Linear
6596,"[5, Inf)",1,0.4634686322664075,Ruminants,Dirichlet,Linear
6982,"[5, Inf)",1,0.5078951739902067,Ruminants,Dirichlet,Linear
7149,"[5, Inf)",1,0.4528727834821792,Ruminants,Dirichlet,Linear
7724,"[5, Inf)",1,0.4632937713278063,Ruminants,Dirichlet,Linear
8520,"[5, Inf)",1,0.5002572384158894,Ruminants,Dirichlet,Linear
9054,"[5, Inf)",1,0.530491804755793,Ruminants,Dirichlet,Linear
9635,"[5, Inf)",1,0.46444242459233653,Ruminants,Dirichlet,Linear
9903,"[5, Inf)",1,0.475222775942721,Ruminants,Dirichlet,Linear
9996,"[5, Inf)",1,0.4978138114742739,Ruminants,Dirichlet,Linear
358,0-5,-1,0.4743952201405417,Ruminants,Dirichlet,Linear
1642,0-5,-1,0.7458912745460127,Ruminants,Dirichlet,Linear
1685,0-5,-1,0.6392337649450642,Ruminants,Dirichlet,Linear
2495,0-5,-1,0.554017397106507,Ruminants,Dirichlet,Linear
2765,0-5,-1,0.7461888269629507,Ruminants,Dirichlet,Linear
3958,0-5,-1,0.6863250881179024,Ruminants,Dirichlet,Linear
4322,0-5,-1,0.6018148756243087,Ruminants,Dirichlet,Linear
4764,0-5,-1,0.5822638505110262,Ruminants,Dirichlet,Linear
4832,0-5,-1,0.6192084336707363,Ruminants,Dirichlet,Linear
5903,0-5,-1,0.5857902728607818,Ruminants,Dirichlet,Linear
6097,0-5,-1,0.520741082202069,Ruminants,Dirichlet,Linear
6596,0-5,-1,0.6283249408284642,Ruminants,Dirichlet,Linear
6982,0-5,-1,0.7308104418011726,Ruminants,Dirichlet,Linear
7149,0-5,-1,0.6277992306736717,Ruminants,Dirichlet,Linear
7724,0-5,-1,0.5165352251083211,Ruminants,Dirichlet,Linear
8520,0-5,-1,0.6713545154960988,Ruminants,Dirichlet,Linear
9054,0-5,-1,0.6826740398728101,Ruminants,Dirichlet,Linear
9635,0-5,-1,0.6180226446822427,Ruminants,Dirichlet,Linear
9903,0-5,-1,0.5821909195065175,Ruminants,Dirichlet,Linear
9996,0-5,-1,0.6924000612044068,Ruminants,Dirichlet,Linear
358,"[5, Inf)",2,0.4192474386697185,Ruminants,Dirichlet,Linear
1642,"[5, Inf)",2,0.456366282916034,Ruminants,Dirichlet,Linear
1685,"[5, Inf)",2,0.44852046004484947,Ruminants,Dirichlet,Linear
2495,"[5, Inf)",2,0.46953656063374266,Ruminants,Dirichlet,Linear
2765,"[5, Inf)",2,0.48098446315469373,Ruminants,Dirichlet,Linear
3958,"[5, Inf)",2,0.4017965003757973,Ruminants,Dirichlet,Linear
4322,"[5, Inf)",2,0.4809513561538076,Ruminants,Dirichlet,Linear
4764,"[5, Inf)",2,0.4277239952627696,Ruminants,Dirichlet,Linear
4832,"[5, Inf)",2,0.4600240891635048,Ruminants,Dirichlet,Linear
5903,"[5, Inf)",2,0.34101457280308056,Ruminants,Dirichlet,Linear
6097,"[5, Inf)",2,0.5106706339692794,Ruminants,Dirichlet,Linear
6596,"[5, Inf)",2,0.3904021949431316,Ruminants,Dirichlet,Linear
6982,"[5, Inf)",2,0.44980524554116325,Ruminants,Dirichlet,Linear
7149,"[5, Inf)",2,0.4198999424054537,Ruminants,Dirichlet,Linear
7724,"[5, Inf)",2,0.4350394975169344,Ruminants,Dirichlet,Linear
8520,"[5, Inf)",2,0.46683613464864243,Ruminants,Dirichlet,Linear
9054,"[5, Inf)",2,0.46094247624158313,Ruminants,Dirichlet,Linear
9635,"[5, Inf)",2,0.42029019207292634,Ruminants,Dirichlet,Linear
9903,"[5, Inf)",2,0.43902739161049786,Ruminants,Dirichlet,Linear
9996,"[5, Inf)",2,0.4326099151777018,Ruminants,Dirichlet,Linear
358,0-5,0,0.4444902459739207,Ruminants,Dirichlet,Linear
1642,0-5,0,0.627976448303697,Ruminants,Dirichlet,Linear
1685,0-5,0,0.5983678570550559,Ruminants,Dirichlet,Linear
2495,0-5,0,0.4841006250538222,Ruminants,Dirichlet,Linear
2765,0-5,0,0.6483992194651477,Ruminants,Dirichlet,Linear
3958,0-5,0,0.5116216150187654,Ruminants,Dirichlet,Linear
4322,0-5,0,0.5371959084342651,Ruminants,Dirichlet,Linear
4764,0-5,0,0.518069116434809,Ruminants,Dirichlet,Linear
4832,0-5,0,0.5389170197044498,Ruminants,Dirichlet,Linear
5903,0-5,0,0.5072145322880378,Ruminants,Dirichlet,Linear
6097,0-5,0,0.4919458508608814,Ruminants,Dirichlet,Linear
6596,0-5,0,0.5330234852292302,Ruminants,Dirichlet,Linear
6982,0-5,0,0.6566892363160893,Ruminants,Dirichlet,Linear
7149,0-5,0,0.5341059513122818,Ruminants,Dirichlet,Linear
7724,0-5,0,0.5188410384800625,Ruminants,Dirichlet,Linear
8520,0-5,0,0.5858032031042049,Ruminants,Dirichlet,Linear
9054,0-5,0,0.578671628446026,Ruminants,Dirichlet,Linear
9635,0-5,0,0.5162116604708423,Ruminants,Dirichlet,Linear
9903,0-5,0,0.4908932727968243,Ruminants,Dirichlet,Linear
9996,0-5,0,0.570837187149842,Ruminants,Dirichlet,Linear
358,0-5,3,0.29332497933922647,Ruminants,Dirichlet,Linear
1642,0-5,3,0.22025065339363809,Ruminants,Dirichlet,Linear
1685,0-5,3,0.4668621240767165,Ruminants,Dirichlet,Linear
2495,0-5,3,0.28426617659884973,Ruminants,Dirichlet,Linear
2765,0-5,3,0.30550163121277335,Ruminants,Dirichlet,Linear
3958,0-5,3,0.10279810239840421,Ruminants,Dirichlet,Linear
4322,0-5,3,0.3305386041472065,Ruminants,Dirichlet,Linear
4764,0-5,3,0.3221224274858687,Ruminants,Dirichlet,Linear
4832,0-5,3,0.2970638460710048,Ruminants,Dirichlet,Linear
5903,0-5,3,0.257445142485716,Ruminants,Dirichlet,Linear
6097,0-5,3,0.39901437376668125,Ruminants,Dirichlet,Linear
6596,0-5,3,0.2599962214463991,Ruminants,Dirichlet,Linear
6982,0-5,3,0.373946347754665,Ruminants,Dirichlet,Linear
7149,0-5,3,0.25028024540229604,Ruminants,Dirichlet,Linear
7724,0-5,3,0.5228479099693027,Ruminants,Dirichlet,Linear
8520,0-5,3,0.3020429306005869,Ruminants,Dirichlet,Linear
9054,0-5,3,0.2608030349469582,Ruminants,Dirichlet,Linear
9635,0-5,3,0.22986506219853634,Ruminants,Dirichlet,Linear
9903,0-5,3,0.22728183399285762,Ruminants,Dirichlet,Linear
9996,0-5,3,0.1942258985626558,Ruminants,Dirichlet,Linear
358,"[5, Inf)",0,0.5273643681670427,Ruminants,Dirichlet,Linear
1642,"[5, Inf)",0,0.5725000578657945,Ruminants,Dirichlet,Linear
