ST,Source,Model,m,lci,uci,ucl,lcl
1525,Poultry,Dirichlet,0.04638908360003264,0.00167568178150241,0.22844478761933165,0.1061096665790768,0.014931701019176551
1525,Poultry,Island,0.025429305294297155,0.012696593016755239,0.04414812187364589,0.03287464455549494,0.019187720939342165
1525,Ruminants,Dirichlet,0.06481663052933526,0.002681757792023272,0.3061641535922523,0.14493080574083722,0.02174586462467698
1525,Ruminants,Island,0.00946409783108326,0.0014227103044968435,0.026370890354045093,0.015596903365090703,0.004980247980502996
1525,Water,Dirichlet,0.0894242649304364,0.003556046162897261,0.3826344495471925,0.19576961642248658,0.031202178956731358
1525,Water,Island,0.15977644283424286,0.11444811587416573,0.20985413098192665,0.18097049899375287,0.1397318760481783
1581,Other,Dirichlet,0.23203118938762585,0.1184750254097679,0.36959215671131096,0.29033976392376215,0.1783863854074696
1581,Other,Island,0.19548272903213565,0.18092728092615148,0.2098318832142372,0.20160886103705322,0.18931215157588174
1581,Poultry,Dirichlet,0.625314323925598,0.4851597022919257,0.7594061463427116,0.6852079785335441,0.5646464824207936
1581,Poultry,Island,0.626750212930105,0.6087823465591007,0.6439764334456396,0.634156889032382,0.6189752536688841
1581,Ruminants,Dirichlet,0.1041781877971116,0.03857170593748196,0.21082575521097474,0.14628214774616582,0.06980864594094356
1581,Ruminants,Island,0.12067642389671432,0.11073709497288997,0.13411650130079178,0.1259508979052064,0.11600346939079535
1581,Water,Dirichlet,0.02194989086583645,7.894006304549489e-4,0.10730197352711554,0.050274173183841385,0.007132985327187564
1581,Water,Island,0.05648424944005945,0.0420404610099003,0.07376711216999904,0.0634134834946525,0.05003619846929113
1590,Other,Dirichlet,0.07741989805526889,0.00316563645067919,0.33374264735377013,0.16647032933055586,0.025845565840643663
1590,Other,Island,0.03195058819445269,0.016435545328218604,0.053494462886057005,0.040843855494427164,0.02440872129763846
1590,Poultry,Dirichlet,0.7060851750407618,0.4184913352256597,0.9194782686573244,0.8135965766908271,0.5811161658667551
1590,Poultry,Island,0.9161414678246744,0.880747200454908,0.9458006445499922,0.9294856164447035,0.9015017191632739
1590,Ruminants,Dirichlet,0.06414304984339106,0.0026491820085290272,0.29277003301540644,0.1428144288012954,0.02114396130505619
1590,Ruminants,Island,0.02716445221443458,0.010358020768439615,0.05159182775152568,0.03702181622530134,0.018902916421310485
1590,Water,Dirichlet,0.0897994448365227,0.0037333756366734953,0.3740841734913395,0.18858471676353145,0.030381485992184175
1590,Water,Island,0.02227929600842496,0.007436417699877202,0.046252362896211006,0.03180200774308798,0.014782232626450273
1595,Other,Dirichlet,0.4277384684807633,0.07717799653186266,0.8360351829388667,0.6229663669914045,0.23647152125837678
1595,Other,Island,0.8019456440971067,0.7513473431932152,0.8490686109173822,0.8233890718527344,0.7806021441007295
1595,Poultry,Dirichlet,0.10156175752893176,0.003379214118573978,0.47767402748977245,0.22896007531738202,0.03383861381800869
1595,Poultry,Island,0.026086298034769882,0.013226863725765774,0.04507188206178972,0.033644806887414475,0.01978904076157973
1595,Ruminants,Dirichlet,0.14313951276047115,0.005676474322915868,0.5817403612482472,0.3073376583946774,0.048682584472547
1595,Ruminants,Island,0.009583455120606026,0.0014423191825284599,0.026713452303873113,0.015804076824001465,0.005042833867113202
1595,Water,Dirichlet,0.20202295567182618,0.008287599185523862,0.683837745131221,0.39608515465915733,0.07183634648009068
1595,Water,Island,0.15988132002611027,0.1142717725161275,0.21057549091355798,0.18121753906097854,0.13966546399569787
1707,Other,Dirichlet,0.2298175888896992,0.00973492149559475,0.7380654821629162,0.44734919887237456,0.08006730261587153
1707,Other,Island,0.8639424137649645,0.6442039417525167,0.957287315175961,0.9160019708477827,0.7881788905175378
1707,Poultry,Dirichlet,0.13682929089275056,0.0047994582736881446,0.6016991119918911,0.30309627904160763,0.04550079434397234
1707,Poultry,Island,0.03222893771960042,0.005686460906204616,0.13781125110855352,0.06248523258198661,0.015777712618931353
1707,Ruminants,Dirichlet,0.18991166677619975,0.007646984419407779,0.6910616377113873,0.3997740330894748,0.063178196814147
1707,Ruminants,Island,0.0032450058618572674,6.86591166042222e-4,0.014169251579395562,0.00612510872202515,0.001682181781841948
1707,Water,Dirichlet,0.2721843754351876,0.012202276469046675,0.7792418937110717,0.5049525381630611,0.10189253020420153
1707,Water,Island,0.09035228654066724,0.02362268939876022,0.2780499187980742,0.15202393608823214,0.050569483675469325
1767,Other,Dirichlet,0.23458282014977672,0.010393034268390338,0.7469012973871719,0.45806092817956057,0.08058506924089094
1767,Other,Island,0.04884855457766897,0.017071948268523325,0.1323166663327108,0.07545563553421404,0.03164677304744249
1767,Poultry,Dirichlet,0.13326168565857777,0.00555059120186595,0.5834278638693791,0.2926964964356727,0.04424686557773769
1767,Poultry,Island,0.05513371817684243,0.012113960825966382,0.18675734977827316,0.09649906749412114,0.029154306750685786
1767,Ruminants,Dirichlet,0.1920862805311081,0.007697083798116727,0.6890231805706428,0.38970328137428123,0.0634431709032171
1767,Ruminants,Island,0.611264404995696,0.2986889053162933,0.8391638040551428,0.7269200285146397,0.478102633590528
1767,Water,Dirichlet,0.27868588301962816,0.011284648126974623,0.7838729030836211,0.5146377355265793,0.09933632452699954
1767,Water,Island,0.2630982840735895,0.0881371607525027,0.5577111597089964,0.38060261018589236,0.16887542235617686
1818,Other,Dirichlet,0.1917001854670602,0.008736788124097832,0.6700922236743055,0.3886852135007172,0.06830363075419901
1818,Other,Island,0.10309341175006204,0.07731406018527866,0.13380691334009967,0.11585474905732412,0.09158254201894973
1818,Poultry,Dirichlet,0.2728252358671456,0.04345053489245018,0.7217203525023559,0.46210505408461944,0.13830530425253804
1818,Poultry,Island,0.7225996676958175,0.6812918972162536,0.7618867020263601,0.7397455341242105,0.7047654516900678
1818,Ruminants,Dirichlet,0.16097644138825484,0.006708044453108865,0.6066587554535153,0.3305972767439834,0.05389636359935324
1818,Ruminants,Island,0.08064928622702455,0.05554938537555803,0.11333475569967512,0.09343087626928093,0.0690408059963986
1818,Water,Dirichlet,0.22452215209535736,0.010049605788182118,0.705469731944645,0.430512660767608,0.08024815629061102
1818,Water,Island,0.09162694053487534,0.06539569849432017,0.12312775753886882,0.10470226005355525,0.07971640989588716
1900,Other,Dirichlet,0.1682216319936019,0.006734852071068885,0.5985522642501392,0.3391559301549083,0.05728107978921044
1900,Other,Island,0.03196420662609532,0.016437619527958934,0.053511716299595835,0.04087901325417393,0.024418853984969763
1900,Poultry,Dirichlet,0.374061453647477,0.09487862144367565,0.7787651511287818,0.5506221853987174,0.22884473950931242
1900,Poultry,Island,0.9160810972657144,0.8806173035647883,0.9457395647566835,0.9294409586106249,0.9014095829238519
1900,Ruminants,Dirichlet,0.1370393685501739,0.005046843564577171,0.5422716480164871,0.2850671479824364,0.045457167705867274
1900,Ruminants,Island,0.02722298820993969,0.010382931948419006,0.05170689529192375,0.03710217726461173,0.01893519422790623
1900,Water,Dirichlet,0.1922963924837359,0.007752705447440664,0.641011004012412,0.375173874785914,0.06752612693444929
1900,Water,Island,0.0222683240163723,0.007433373571367467,0.04623971835992814,0.031809547281384784,0.01478496029186571
1911,Other,Dirichlet,0.36457656556538354,0.06735198963849337,0.7673900218724217,0.5503213341320173,0.20009811009011097
1911,Other,Island,0.4948517653044566,0.4665431726867399,0.5208098033323326,0.5059459575705075,0.4828734297793157
1911,Poultry,Dirichlet,0.21399644285626246,0.0318720574710352,0.605401579025695,0.363679915419034,0.10748466558167188
1911,Poultry,Island,0.3814562137950893,0.36088223357226806,0.4032666246087881,0.39089108253900173,0.372471525216393
1911,Ruminants,Dirichlet,0.12137459933978889,0.0047802127673787845,0.5136455280495769,0.26658718062714265,0.04177554078909663
1911,Ruminants,Island,0.017252671668318127,0.008303838897273439,0.029867131127259333,0.022307492716289432,0.01300353673897767
1911,Water,Dirichlet,0.17910871726078179,0.007230377546731295,0.6154148085167642,0.35858841315585244,0.06351250100248504
1911,Water,Island,0.10556899982926574,0.07754447240323749,0.1375090192796618,0.11899988240981518,0.0930367251076272
1919,Other,Dirichlet,0.2318916041380425,0.010624672398427315,0.7406080240009736,0.4520580796928177,0.08344994689368612
1919,Other,Island,0.38063104085882105,0.15353406003844805,0.6719850685692587,0.5030336611945766,0.26846887123433144
1919,Poultry,Dirichlet,0.13542216280886382,0.005473506861746178,0.5961487263312296,0.3000042714786706,0.04509484929421173
1919,Poultry,Island,0.002170574549615642,3.6821349610076295e-4,0.009679241206419876,0.004181674885059154,0.0010426256703152889
1919,Ruminants,Dirichlet,0.19092974615414926,0.0071600597559337426,0.6986799516378448,0.3956019026478416,0.06662945725264842
1919,Ruminants,Island,0.4089545216610442,0.15564364773487982,0.7082555374077462,0.54533486802656606,0.2822423575984994
1919,Water,Dirichlet,0.26988551384698045,0.012659810465383066,0.7755354244219901,0.5031837800650893,0.0985100387206879
1919,Water,Island,0.17611717796476267,0.0524247251159205,0.4309402613682536,0.271919724818593,0.10698723284281489
1956,Other,Dirichlet,0.32521740936543964,0.054410627656640245,0.7253947797799813,0.5034536869834959,0.1744214448018524
1956,Other,Island,0.4279767068254823,0.40063353564012,0.456283059113873,0.4400323025802491,0.4160335486630047
1956,Poultry,Dirichlet,0.08070120539751421,0.002881618723111,0.3927120664675243,0.18537457359526735,0.025558216146823944
1956,Poultry,Island,0.01713530574634023,0.009548300498276032,0.027450029699091612,0.02110165451306902,0.013507364722364941
1956,Ruminants,Dirichlet,0.11421140997550677,0.004681369751493702,0.4854682865009439,0.24670634638113806,0.0382264452179048
1956,Ruminants,Island,0.011376721190514104,0.004090698400364132,0.023045963144044217,0.015893848638978976,0.007698948841830406
1956,Water,Dirichlet,0.38595566684826094,0.0710787088811002,0.7718093119295885,0.5697793355752022,0.21785946431380593
1956,Water,Island,0.5425016968376165,0.5133899919814942,0.5711865515611244,0.554877293357165,0.5301387486575422
1972,Other,Dirichlet,0.22980416877893262,0.009362714441246171,0.7446205817544949,0.4611955727357414,0.0778478651159265
1972,Other,Island,0.31415046099672134,0.11855755679306779,0.6073215261040379,0.43974422909734745,0.21284134650076655
1972,Poultry,Dirichlet,0.13389090483690705,0.004965237801318375,0.5919678494052456,0.3017157144405468,0.04350382059475286
1972,Poultry,Island,1.3949933292181456e-4,1.869140855809883e-5,7.68127963845673e-4,3.022938744346764e-4,6.123795569513402e-5
1972,Ruminants,Dirichlet,0.19114463666702472,0.007293292554291244,0.6799186316262108,0.3921149176402067,0.06475234180873457
1972,Ruminants,Island,0.018890915834661827,0.004335795147826682,0.07147973988251644,0.034306955175720674,0.01020677871947602
1972,Water,Dirichlet,0.2746481823892793,0.013594599782624719,0.7828192523982618,0.5108999890226001,0.09595231126091734
1972,Water,Island,0.6598740388452535,0.3667227435174566,0.8647401046859823,0.7657282254217911,0.5343249204529599
2026,Other,Dirichlet,0.06041465243067119,0.014458291242363745,0.1547167415753061,0.0951351040753246,0.0350273075905865
2026,Other,Island,0.05648931540677514,0.04750092621823648,0.06887028397797658,0.06140353213320067,0.05232941002490484
2026,Poultry,Dirichlet,0.00939340426774056,3.5610051443620976e-4,0.04995259130283803,0.0221739922938389,0.0030268609578246904
2026,Poultry,Island,0.017235130887813182,0.006296542764949616,0.033798077221498794,0.023787060688387124,0.011799859708909902
2026,Ruminants,Dirichlet,0.765957815946843,0.6335580910572354,0.8751650837346927,0.8172024827434623,0.7093188749335275
2026,Ruminants,Island,0.7647521702867682,0.7393099150584749,0.7874697006971157,0.7752639083883619,0.7540871913605875
2026,Water,Dirichlet,0.1512672411132888,0.06338360182300011,0.2814144387847855,0.2036187375569245,0.10835361538327552
2026,Water,Island,0.1601017913585624,0.14022989289860097,0.1826825639473505,0.1698128399670371,0.15120153235480618
2076,Other,Dirichlet,0.2265059629103634,0.009117914515782585,0.7426629342034399,0.4524653536421417,0.08073944181183489
2076,Other,Island,0.9045157247546319,0.7525943645418552,0.9676222919764176,0.9398743164915351,0.8521514914314513
2076,Poultry,Dirichlet,0.1333713634161869,0.004670464592946353,0.595306487644089,0.29785823775401216,0.044011664700866066
2076,Poultry,Island,9.421852147856304e-4,1.7030093038513313e-4,0.0043341938842758184,0.0018405544972996063,4.5828704618493965e-4
2076,Ruminants,Dirichlet,0.1939918430856643,0.0070001792366088346,0.6879039344828161,0.396687804145828,0.06441752240142916
2076,Ruminants,Island,1.2398786703986134e-4,2.358675392003112e-5,5.938362206327693e-4,2.436041879748379e-4,6.133188738968945e-5
2076,Water,Dirichlet,0.2750263380482795,0.012746299230396716,0.7803586066771804,0.5089704685076722,0.10453383118555624
2076,Water,Island,0.09397178857853089,0.03131504137588004,0.24562149860187932,0.14626418310875042,0.058927682259636543
2140,Other,Dirichlet,0.23195566112733407,0.010300370567952532,0.7280897653452175,0.4533985894386512,0.08211109129233862
2140,Other,Island,0.7490834854342308,0.5066408139497116,0.8972018520248736,0.827075586395261,0.6532670356871566
2140,Poultry,Dirichlet,0.13630438916783538,0.0050098637246810875,0.5988513242949474,0.30290780045922205,0.043342180595842064
2140,Poultry,Island,8.071717485103879e-5,1.482912651650701e-5,3.6211299212718866e-4,1.586499943062914e-4,4.039543213397164e-5
2140,Ruminants,Dirichlet,0.19035347459460528,0.007554011749124183,0.69000293872118,0.3932541366778789,0.06451678138922105
2140,Ruminants,Island,0.0052726544173292925,0.0012629012145449377,0.0197192321623289,0.009417398593711521,0.002890835635731076
2140,Water,Dirichlet,0.271163507072,0.012694249312103221,0.7790635551196716,0.5078188198423521,0.10219315052160817
2140,Water,Island,0.2440091418903534,0.09705967976850988,0.48474015084202066,0.3401595875199264,0.1664959371469971
2212,Other,Dirichlet,0.23365244977946037,0.00969259245945982,0.7262008631081709,0.4533037728209241,0.08402859843955787
2212,Other,Island,0.17785572288201257,0.12829027680520697,0.24201325166946272,0.203527437855937,0.15503209327287182
2212,Poultry,Dirichlet,0.13662287520186212,0.00482656425415912,0.5918696812206435,0.30004168217524135,0.04527715518446303
2212,Poultry,Island,0.2666170180141495,0.16886706628195525,0.37153122157739465,0.3095028120289234,0.2228844132858759
2212,Ruminants,Dirichlet,0.19082993951571187,0.007886907240990145,0.6829088685627039,0.3973330459488863,0.06584002547705411
2212,Ruminants,Island,0.3263566815992827,0.23788287441724784,0.4273626456508401,0.3696444568396299,0.28697694530571255
2212,Water,Dirichlet,0.27275819332618767,0.012284877064889843,0.7832326886367085,0.50621812763433,0.10175794116893716
2212,Water,Island,0.22287944953979255,0.15726773545863784,0.29970752423226305,0.2552673240115247,0.19308514199933483
2219,Other,Dirichlet,0.23121397148079936,0.010561720173701664,0.7398284029482636,0.45168389733556574,0.08198482811004684
2219,Other,Island,0.5542775394673762,0.46126453932095046,0.6427426634504323,0.5923783786233185,0.5155484927941557
2219,Poultry,Dirichlet,0.13739538260020012,0.005103324051539209,0.5924044421027883,0.3058105609464429,0.04471818125141302
2219,Poultry,Island,0.02409331207146745,0.013153765938221566,0.04069088090720756,0.030381768263269403,0.018732461189225974
2219,Ruminants,Dirichlet,0.19116918638336144,0.007794828557886264,0.6795770189283694,0.39335594262073476,0.06760811556157961
2219,Ruminants,Island,0.1419301740997828,0.09612082594356369,0.20054812989945542,0.1654434397805553,0.12104225356705127
2219,Water,Dirichlet,0.2703568402513059,0.012908527965159948,0.7807454080156101,0.504947492136565,0.10242344410514233
2219,Water,Island,0.27678852859500436,0.2005007185810196,0.3622449032785675,0.3124488885683346,0.24223780337302775
2233,Other,Dirichlet,0.17273298756421954,0.006509243310030828,0.6197829235124784,0.3464182997515539,0.056647796073629963
2233,Other,Island,0.11514307237734168,0.08361075121084793,0.152144347762644,0.13028572752546316,0.10108288675883743
2233,Poultry,Dirichlet,0.10100809748100621,0.0038316163607605364,0.4595555852765699,0.21865852480800557,0.03311160259361419
2233,Poultry,Island,0.027297069237351937,0.01577687539106713,0.04283304560933626,0.0337177277257422,0.02188460312343847
2233,Ruminants,Dirichlet,0.1398258533216364,0.006066182222305061,0.5584696025938726,0.2980995834992025,0.048984672790864006
2233,Ruminants,Island,0.024328171430224997,0.013687727491828311,0.04300066710748517,0.03133695866418489,0.01885917270821537
2233,Water,Dirichlet,0.47175686830177865,0.08950832344461294,0.8579019481052668,0.6663422205298899,0.28138352271776096
2233,Water,Island,0.8315059369110878,0.7913078407522272,0.8674804125602841,0.8472869031040389,0.8147361982421863
2256,Other,Dirichlet,0.11328159714457697,0.004517846732009394,0.4594912047213871,0.24143187295466895,0.038809145149844
2256,Other,Island,0.03197058603767166,0.016445607460915584,0.05352411443787852,0.04086903416197521,0.024426617909183837
2256,Poultry,Dirichlet,0.561274692827908,0.24876592248748275,0.8641562800168141,0.7104901795523856,0.4144476399850614
2256,Poultry,Island,0.916105402879988,0.8806859624072862,0.9457740615723269,0.9294545110406329,0.9014567651146445
2256,Ruminants,Dirichlet,0.0937102786728597,0.003916915546494634,0.4060350752897725,0.20536795107740954,0.03278094199753629
2256,Ruminants,Island,0.0271771842691235,0.010363114841092032,0.05161423841432022,0.03703462986786735,0.018911681575528336
2256,Water,Dirichlet,0.13402240430571358,0.00507979823232063,0.5083757966117004,0.28083871251131204,0.0469014758458373
2256,Water,Island,0.02227941720993159,0.007436526660118468,0.04625353365270478,0.031801018043224674,0.014783884175939552
2340,Other,Dirichlet,0.10983732292844212,0.0041600801220164465,0.44985043903371,0.23744405213895306,0.03623869218296889
2340,Other,Island,0.013998306860196649,0.004197682393975221,0.029434421529766927,0.020013756404449135,0.008986463342214274
2340,Poultry,Dirichlet,0.06630099259381428,0.0025268085320016517,0.31327355121527467,0.14820985609402726,0.021056721951911155
2340,Poultry,Island,0.017818001252209302,0.004515485217435179,0.03735204978968348,0.025659220927725025,0.0113017457744897
2340,Ruminants,Dirichlet,0.6132679915147536,0.26774666166588107,0.8987522434672574,0.7561718551184733,0.45724977619782364
2340,Ruminants,Island,0.9082893665291774,0.8723327310322092,0.9400550969791147,0.9230931280772566,0.8930126619108141
2340,Water,Dirichlet,0.1288917811460884,0.005240369208914064,0.4845510892810078,0.26502626692376374,0.043680699176959985
2340,Water,Island,0.05801638555065142,0.03180946990351316,0.0898590072763556,0.07144401692666591,0.045776923314534534
2341,Other,Dirichlet,0.18242441216782243,0.0073778395355326674,0.6292108542942639,0.36491798513484375,0.06304871940798944
2341,Other,Island,0.014027325151729834,0.005438092694807371,0.027689679914382544,0.019389220498195952,0.009660043340764207
2341,Poultry,Dirichlet,0.10671055285397768,0.004298924682512016,0.4850391012514569,0.2391710300170462,0.035715891141182274
2341,Poultry,Island,0.01715609223514112,0.006333398415155872,0.03317016364745079,0.02352374653307983,0.011831689083973206
2341,Ruminants,Dirichlet,0.35973703149344094,0.06188171785022672,0.7933975965738164,0.5587369678296005,0.19474326809602044
2341,Ruminants,Island,0.9097068047281538,0.8765947147561435,0.9381435742508463,0.9231243404211185,0.8958230480095274
2341,Water,Dirichlet,0.21722339333462565,0.009229996332444954,0.6871146018748087,0.4167767359429468,0.07494121346687285
2341,Water,Island,0.0573762285245875,0.033438471566466586,0.08777374598496997,0.06999390296700107,0.04601747217179738
2343,Other,Dirichlet,0.19039081418466514,0.008733123004282466,0.6551730948413008,0.3808500059215672,0.06762554048125682
2343,Other,Island,0.032126062767614635,0.016529949430053984,0.05373338107198023,0.04112339682714946,0.024563949967928343
2343,Poultry,Dirichlet,0.2778117117072154,0.04378289715078549,0.7206106228304335,0.46054394742211713,0.14085756027733012
2343,Poultry,Island,0.9155047449784517,0.879864822767472,0.9453087483318398,0.9289421091453416,0.9007671646944642
2343,Ruminants,Dirichlet,0.15386373930641303,0.005924319408944023,0.6071769801569595,0.3308363704365322,0.05081302416518922
2343,Ruminants,Island,0.027452432100133345,0.010507844371723755,0.05210059539183888,0.03740612723207319,0.019104610071390728
2343,Water,Dirichlet,0.22855448824752822,0.009252433325389914,0.7081655386438286,0.4393070349592754,0.08166269002811868
2343,Water,Island,0.022430723528196327,0.0075009740738495884,0.04657575072694354,0.0320157313968432,0.014903613371284678
2345,Other,Dirichlet,0.08856793949486734,0.013265292539335838,0.2544601864262596,0.1501828742467198,0.044170731970977505
2345,Other,Island,0.07603307065710149,0.061873350761443624,0.09487139459614186,0.08385929433443888,0.0694382410471854
2345,Poultry,Dirichlet,0.8079393390803045,0.6152641629209914,0.9372399654760222,0.8737498232252902,0.7299898226140327
2345,Poultry,Island,0.8648484346166351,0.8337680611569336,0.8909852272014896,0.8766254484314955,0.8518082873626178
2345,Ruminants,Dirichlet,0.030088113558883862,0.0011703289432071543,0.1506931456936036,0.06863703260999095,0.009870173273303124
2345,Ruminants,Island,0.02650786646432422,0.010677342510930238,0.04983767334988691,0.035986827747746426,0.01872078734980013
2345,Water,Dirichlet,0.04254705143192762,0.0017001647740039648,0.1967635780059027,0.09515676979213687,0.01412312768425394
2345,Water,Island,0.030382511681690556,0.01620731286943236,0.05285192913603412,0.039147158964757664,0.023339173410871147
2347,Other,Dirichlet,0.576658057086669,0.25333006929743296,0.854430981519671,0.7124052139216293,0.4320886096490601
2347,Other,Island,0.6444586605249094,0.6102531165098157,0.6759592012009206,0.6583129409366836,0.6300708652792637
2347,Poultry,Dirichlet,0.05040266979327248,0.0018740191815190144,0.25376977691670816,0.11644833938002289,0.015621035445416983
2347,Poultry,Island,0.02212385246569756,0.012096480888802115,0.03675511744586303,0.027791187642151816,0.017253940204683592
2347,Ruminants,Dirichlet,0.07037797031205482,0.0027937450994246927,0.3339578591275833,0.15815704135763198,0.023420180698794656
2347,Ruminants,Island,0.010465107673962436,0.0034059806810407328,0.023835938814111647,0.015328099802729337,0.0067654535915548245
2347,Water,Dirichlet,0.24328594825909072,0.041087111430454556,0.5823289394191338,0.3834614353151189,0.12890736198380398
2347,Water,Island,0.3217060831141554,0.29039604533960434,0.35452714024444376,0.33544704141760884,0.30839435559087125
2349,Other,Dirichlet,0.42173798590571043,0.07884870978064848,0.8290258383926734,0.6199292803540828,0.2354776364863341
2349,Other,Island,0.8031359029325493,0.7526875378672864,0.8501205403797374,0.8243833008312773,0.7818256957848755
2349,Poultry,Dirichlet,0.10197078668740875,0.00404139132182204,0.46424258142383173,0.22593455112108532,0.03349433848594657
2349,Poultry,Island,0.025576257334823955,0.012789430305501715,0.044431419153794234,0.03307638854688245,0.019315894430640548
2349,Ruminants,Dirichlet,0.14523347537805914,0.005891553839254007,0.581722630591111,0.3086399526846929,0.04752242758538532
2349,Ruminants,Island,0.009522899024357236,0.0014318231056166025,0.026547919778917378,0.015701816986065164,0.005012533094555375
2349,Water,Dirichlet,0.2055405734713237,0.009664919011809959,0.6840343415097855,0.40714040505996396,0.0731181470771255
2349,Water,Island,0.15935750251333125,0.11392602116351243,0.2098304129724167,0.180672300623921,0.13924018926674284
2350,Other,Dirichlet,0.1546309937824934,0.006180345344830862,0.5874827749921415,0.3228049655505522,0.05152033557113085
2350,Other,Island,0.02315599390687653,0.013976142715998237,0.034553500947296596,0.027833008169361406,0.01895640374919531
2350,Poultry,Dirichlet,0.2222084317779771,0.03306841680950332,0.6099949131610304,0.37561232717457466,0.11210459121180773
2350,Poultry,Island,0.36858584589683446,0.358190723286759,0.3784577661892575,0.3728905741078742,0.364102676625679
2350,Ruminants,Dirichlet,0.314574319384597,0.0538315107006593,0.7235876034284824,0.4883019986539961,0.16819515239325114
2350,Ruminants,Island,0.5601698480651468,0.545532203670057,0.5733063826407685,0.5659208723937222,0.5539680277389232
2350,Water,Dirichlet,0.18348856924899432,0.0072413065436787915,0.6249254827096715,0.3680352810424456,0.06377697380082903
2350,Water,Island,0.04769105486983287,0.03153962856753618,0.06731821555757786,0.05594083008279189,0.04021050961201287
2351,Other,Dirichlet,0.6151093041484823,0.24389759552296908,0.8988069813245635,0.765304564255437,0.4518180102181717
2351,Other,Island,0.8024459664464871,0.7518274082632815,0.8496556271699279,0.8238665141573589,0.7810858174738229
2351,Poultry,Dirichlet,0.06748748824162859,0.002368439490216774,0.3430843006442763,0.15619937888555208,0.021354980878421515
2351,Poultry,Island,0.025726624460489105,0.01287598074538247,0.044713733473447766,0.03327032977782178,0.019438250504977564
2351,Ruminants,Dirichlet,0.09443733570184012,0.003482842751566945,0.418888819025105,0.21171056771411387,0.03131841985573864
2351,Ruminants,Island,0.009562755683436518,0.001436925937431617,0.026664382210977257,0.015758457481136405,0.005030433444061213
2351,Water,Dirichlet,0.13514423808385215,0.005190441854505089,0.5269830711891847,0.28430443802422883,0.04674985832756008
2351,Water,Island,0.1597806392182622,0.11416269650955203,0.2104671055756404,0.1811081393683323,0.1395170954058854
2353,Other,Dirichlet,0.41972015060563606,0.07853757755208708,0.8291594182061509,0.6219524398237792,0.23254962530607842
2353,Other,Island,0.8026348120976898,0.7521017564576296,0.8497552077611885,0.8240470175654101,0.7812887338688719
2353,Poultry,Dirichlet,0.10062895978169661,0.003706938138005068,0.4783787023756913,0.2270498432210329,0.03301497382728499
2353,Poultry,Island,0.025682144432224975,0.012848646607413724,0.04464859999354768,0.033211605919766546,0.0194008944542311
2353,Ruminants,Dirichlet,0.1422267437027569,0.005625022586756258,0.5798594689339125,0.30790064340340934,0.04792004953931172
2353,Ruminants,Island,0.009539522917292943,0.0014335058221425952,0.026600300628161468,0.015724268434213057,0.005018482466790382
2353,Water,Dirichlet,0.20609613366474527,0.008705744791194297,0.6767470408498392,0.40743879663527927,0.07528934701723677
2353,Water,Island,0.159687758738553,0.11412537100606117,0.21030799386929863,0.18099796968363874,0.13944267512330516
2354,Other,Dirichlet,0.5020853261495444,0.21465774707643803,0.7983581421547555,0.6360212053466695,0.371531142013655
2354,Other,Island,0.5443214110552277,0.5150043063886379,0.5732939664191308,0.5568124607940993,0.5314852461335756
2354,Poultry,Dirichlet,0.04400488310194113,0.001766114387072594,0.23132850413509912,0.10107486621492738,0.015212755529744439
2354,Poultry,Island,0.019971078662308357,0.01120856031151858,0.03213623413074641,0.02456814479986867,0.01573289470307101
2354,Ruminants,Dirichlet,0.06264789543710246,0.0021369128794411834,0.29058987239894807,0.1403541073246912,0.020162584708899315
2354,Ruminants,Island,0.010965066778772488,0.0038850346666345643,0.022512574665994548,0.015382144648680766,0.0074224335892249214
2354,Water,Dirichlet,0.3364200442459556,0.09216609448991187,0.658701632846843,0.4769791240087171,0.2141192658675733
2354,Water,Island,0.4238145395185885,0.39478474165864025,0.4530894184109038,0.4362664805978944,0.4116546076896966
2357,Other,Dirichlet,0.18246891307121632,0.0073690250586944195,0.6442175989291714,0.36878727339656286,0.06332096336335984
2357,Other,Island,0.014568639759661411,0.004807516842350501,0.029984737908203607,0.020582007482353518,0.009572014181076482
2357,Poultry,Dirichlet,0.10652962154008971,0.004285786452137484,0.49386205020329893,0.2353531161271991,0.03497657369246329
2357,Poultry,Island,0.01773670865728431,0.004502100042418467,0.03715846641927751,0.02553971179366081,0.01125086572573172
2357,Ruminants,Dirichlet,0.3608032027341028,0.06035866690692562,0.7841673248519896,0.5531652011659107,0.19475915955236536
2357,Ruminants,Island,0.9080457601578914,0.8721785306143159,0.939570537333676,0.9227741215788133,0.8927883263658605
2357,Water,Dirichlet,0.2144223774411774,0.008490157820452765,0.6843165668731783,0.41773056597201197,0.07870638311480035
2357,Water,Island,0.05782445668276167,0.031721541701495326,0.08953694845465407,0.0711840490280573,0.04561160730591968
2370,Other,Dirichlet,0.22788218770801172,0.010250854760136261,0.7386254751929848,0.4555391208576803,0.08254400367982295
2370,Other,Island,0.007776568750829096,0.00416990174534088,0.015059309092092826,0.010339547961583298,0.005903461832613097
2370,Poultry,Dirichlet,0.1376513339363284,0.004817726602427265,0.5848357936780569,0.30193901856479133,0.045056705133556876
2370,Poultry,Island,0.013972780411320398,0.0074027171359606,0.024525762031103338,0.017961273063311006,0.01068430417398333
2370,Ruminants,Dirichlet,0.18959258675973012,0.008413386566598277,0.6826078242390722,0.39372148902530546,0.0674252447246111
